index,Gene symbol,HGNC ID,UniProt
4272,DICER1,HGNC:17098,Q9UPY3
4273,DIDO1,HGNC:2680,Q9BTC0
4274,DIMT1,HGNC:30217,Q9UNQ2
4275,DIO1,HGNC:2883,P49895
4276,DIO2,HGNC:2884,Q92813
4277,DIO3,HGNC:2885,P55073
4278,DIP2A,HGNC:17217,Q14689
4279,DIP2B,HGNC:29284,Q9P265
4280,DIP2C,HGNC:29150,Q9Y2E4
4281,DIPK1A,HGNC:32213,Q5T7M9
4282,DIPK1B,HGNC:28290,Q5VUD6
4283,DIPK1C,HGNC:31729,Q0P6D2
4284,DIPK2A,HGNC:28490,Q8NDZ4
4285,DIPK2B,HGNC:25866,Q9H7Y0
4286,DIRAS1,HGNC:19127,O95057
4287,DIRAS2,HGNC:19323,Q96HU8
4288,DIRAS3,HGNC:687,O95661
4289,DIS3,HGNC:20604,Q9Y2L1
4290,DIS3L,HGNC:28698,Q8TF46
4291,DIS3L2,HGNC:28648,Q8IYB7
4292,DISC1,HGNC:2888,Q9NRI5
4293,DISP1,HGNC:19711,Q96F81
4294,DISP2,HGNC:19712,A7MBM2
4295,DISP3,HGNC:29251,Q9P2K9
4296,DIXDC1,HGNC:23695,Q155Q3
4297,DKC1,HGNC:2890,O60832
4298,DKK1,HGNC:2891,O94907
4299,DKK2,HGNC:2892,Q9UBU2
4300,DKK3,HGNC:2893,Q9UBP4
4301,DKK4,HGNC:2894,Q9UBT3
4302,DKKL1,HGNC:16528,Q9UK85
4303,DLAT,HGNC:2896,P10515
4304,DLC1,HGNC:2897,Q96QB1
4305,DLD,HGNC:2898,P09622
4306,DLEC1,HGNC:2899,Q9Y238
4307,DLEU7,HGNC:17567,Q6UYE1
4308,DLG1,HGNC:2900,Q12959
4309,DLG2,HGNC:2901,Q15700
4310,DLG3,HGNC:2902,Q92796
4311,DLG4,HGNC:2903,P78352
4312,DLG5,HGNC:2904,Q8TDM6
4313,DLGAP1,HGNC:2905,O14490
4314,DLGAP2,HGNC:2906,Q9P1A6
4315,DLGAP3,HGNC:30368,O95886
4316,DLGAP4,HGNC:24476,Q9Y2H0
4317,DLGAP5,HGNC:16864,Q15398
4318,DLK1,HGNC:2907,P80370
4319,DLK2,HGNC:21113,Q6UY11
4320,DLL1,HGNC:2908,O00548
4321,DLL3,HGNC:2909,Q9NYJ7
4322,DLL4,HGNC:2910,Q9NR61
4323,DLST,HGNC:2911,P36957
4324,DLX1,HGNC:2914,P56177
4325,DLX2,HGNC:2915,Q07687
4326,DLX3,HGNC:2916,O60479
4327,DLX4,HGNC:2917,Q92988
4328,DLX5,HGNC:2918,P56178
4329,DLX6,HGNC:2919,P56179
4330,DMAC1,HGNC:30536,Q96GE9
4331,DMAC2,HGNC:25496,Q9NW81
4332,DMAC2L,HGNC:18799,Q99766
4333,DMAP1,HGNC:18291,Q9NPF5
4334,DMBT1,HGNC:2926,Q9UGM3
4335,DMBX1,HGNC:19026,Q8NFW5
4336,DMC1,HGNC:2927,Q14565
4337,DMD,HGNC:2928,P11532
4338,DMGDH,HGNC:24475,Q9UI17
4339,DMKN,HGNC:25063,Q6E0U4
4340,DMP1,HGNC:2932,Q13316
4341,DMPK,HGNC:2933,Q09013
4342,DMRT1,HGNC:2934,Q9Y5R6
4343,DMRT2,HGNC:2935,Q9Y5R5
4344,DMRT3,HGNC:13909,Q9NQL9
4345,DMRTA1,HGNC:13826,Q5VZB9
4346,DMRTA2,HGNC:13908,Q96SC8
4347,DMRTB1,HGNC:13913,Q96MA1
4348,DMRTC1,HGNC:13910,Q5HYR2
4349,DMRTC1B,HGNC:31686,Q5HYR2
4350,DMRTC2,HGNC:13911,Q8IXT2
4351,DMTF1,HGNC:14603,Q9Y222
4352,DMTN,HGNC:3382,Q08495
4353,DMWD,HGNC:2936,Q09019
4354,DMXL1,HGNC:2937,Q9Y485
4355,DMXL2,HGNC:2938,Q8TDJ6
4356,DNA2,HGNC:2939,P51530
4357,DNAAF1,HGNC:30539,Q8NEP3
4358,DNAAF2,HGNC:20188,Q9NVR5
4359,DNAAF3,HGNC:30492,Q8N9W5
4360,DNAAF4,HGNC:21493,Q8WXU2
4361,DNAAF5,HGNC:26013,Q86Y56
4362,DNAAF6,HGNC:28570,Q9NQM4
4363,DNAAF8,HGNC:25081,Q8IYS4
4364,DNAAF9,HGNC:17721,Q5TEA3
4365,DNAAF10,HGNC:25176,Q96MX6
4366,DNAAF11,HGNC:16725,Q86X45
4367,DNAH1,HGNC:2940,Q9P2D7
4368,DNAH2,HGNC:2948,Q9P225
4369,DNAH3,HGNC:2949,Q8TD57
4370,DNAH5,HGNC:2950,Q8TE73
4371,DNAH6,HGNC:2951,Q9C0G6
4372,DNAH7,HGNC:18661,Q8WXX0
4373,DNAH8,HGNC:2952,Q96JB1
4374,DNAH9,HGNC:2953,Q9NYC9
4375,DNAH10,HGNC:2941,Q8IVF4
4376,DNAH10OS,HGNC:37121,P0CZ25
4377,DNAH11,HGNC:2942,Q96DT5
4378,DNAH12,HGNC:2943,Q6ZR08
4379,DNAH14,HGNC:2945,Q0VDD8
4380,DNAH17,HGNC:2946,Q9UFH2
4381,DNAI1,HGNC:2954,Q9UI46
4382,DNAI2,HGNC:18744,Q9GZS0
4383,DNAI3,HGNC:30711,Q8IWG1
4384,DNAI4,HGNC:26252,Q5VTH9
4385,DNAI7,HGNC:29599,Q6TDU7
4386,DNAJA1,HGNC:5229,P31689
4387,DNAJA2,HGNC:14884,O60884
4388,DNAJA3,HGNC:11808,Q96EY1
4389,DNAJA4,HGNC:14885,Q8WW22
4390,DNAJB1,HGNC:5270,P25685
4391,DNAJB2,HGNC:5228,P25686
4392,DNAJB4,HGNC:14886,Q9UDY4
4393,DNAJB5,HGNC:14887,O75953
4394,DNAJB6,HGNC:14888,O75190
4395,DNAJB7,HGNC:24986,Q7Z6W7
4396,DNAJB8,HGNC:23699,Q8NHS0
4397,DNAJB9,HGNC:6968,Q9UBS3
4398,DNAJB11,HGNC:14889,Q9UBS4
4399,DNAJB12,HGNC:14891,Q9NXW2
4400,DNAJB13,HGNC:30718,P59910
4401,DNAJB14,HGNC:25881,Q8TBM8
4402,DNAJC1,HGNC:20090,Q96KC8
4403,DNAJC2,HGNC:13192,Q99543
4404,DNAJC3,HGNC:9439,Q13217
4405,DNAJC4,HGNC:5271,Q9NNZ3
4406,DNAJC5,HGNC:16235,Q9H3Z4
4407,DNAJC5B,HGNC:24138,Q9UF47
4408,DNAJC5G,HGNC:24844,Q8N7S2
4409,DNAJC6,HGNC:15469,O75061
4410,DNAJC7,HGNC:12392,Q99615
4411,DNAJC8,HGNC:15470,O75937
4412,DNAJC9,HGNC:19123,Q8WXX5
4413,DNAJC10,HGNC:24637,Q8IXB1
4414,DNAJC11,HGNC:25570,Q9NVH1
4415,DNAJC12,HGNC:28908,Q9UKB3
4416,DNAJC13,HGNC:30343,O75165
4417,DNAJC14,HGNC:24581,Q6Y2X3
4418,DNAJC15,HGNC:20325,Q9Y5T4
4419,DNAJC16,HGNC:29157,Q9Y2G8
4420,DNAJC17,HGNC:25556,Q9NVM6
4421,DNAJC18,HGNC:28429,Q9H819
4422,DNAJC19,HGNC:30528,Q96DA6
4423,DNAJC21,HGNC:27030,Q5F1R6
4424,DNAJC22,HGNC:25802,Q8N4W6
4425,DNAJC24,HGNC:26979,Q6P3W2
4426,DNAJC25,HGNC:34187,Q9H1X3
4427,DNAJC27,HGNC:30290,Q9NZQ0
4428,DNAJC28,HGNC:1297,Q9NX36
4429,DNAJC30,HGNC:16410,Q96LL9
4430,DNAL1,HGNC:23247,Q4LDG9
4431,DNAL4,HGNC:2955,O96015
4432,DNALI1,HGNC:14353,O14645
4433,DNASE1,HGNC:2956,P24855
4434,DNASE1L1,HGNC:2957,P49184
4435,DNASE1L2,HGNC:2958,Q92874
4436,DNASE1L3,HGNC:2959,Q13609
4437,DNASE2,HGNC:2960,O00115
4438,DNASE2B,HGNC:28875,Q8WZ79
4439,DND1,HGNC:23799,Q8IYX4
4440,DNER,HGNC:24456,Q8NFT8
4441,DNHD1,HGNC:26532,Q96M86
4442,DNLZ,HGNC:33879,Q5SXM8
4443,DNM1,HGNC:2972,Q05193
4444,DNM1L,HGNC:2973,O00429
4445,DNM2,HGNC:2974,P50570
4446,DNM3,HGNC:29125,Q9UQ16
4447,DNMBP,HGNC:30373,Q6XZF7
4448,DNMT1,HGNC:2976,P26358
4449,DNMT3A,HGNC:2978,Q9Y6K1
4450,DNMT3B,HGNC:2979,Q9UBC3
4451,DNMT3L,HGNC:2980,Q9UJW3
4452,DNPEP,HGNC:2981,Q9ULA0
4453,DNPH1,HGNC:21218,O43598
4454,DNTT,HGNC:2983,P04053
4455,DNTTIP1,HGNC:16160,Q9H147
4456,DNTTIP2,HGNC:24013,Q5QJE6
4457,DOC2A,HGNC:2985,Q14183
4458,DOC2B,HGNC:2986,Q14184
4459,DOCK1,HGNC:2987,Q14185
4460,DOCK2,HGNC:2988,Q92608
4461,DOCK3,HGNC:2989,Q8IZD9
4462,DOCK4,HGNC:19192,Q8N1I0
4463,DOCK5,HGNC:23476,Q9H7D0
4464,DOCK6,HGNC:19189,Q96HP0
4465,DOCK7,HGNC:19190,Q96N67
4466,DOCK8,HGNC:19191,Q8NF50
4467,DOCK9,HGNC:14132,Q9BZ29
4468,DOCK10,HGNC:23479,Q96BY6
4469,DOCK11,HGNC:23483,Q5JSL3
4470,DOHH,HGNC:28662,Q9BU89
4471,DOK1,HGNC:2990,Q99704
4472,DOK2,HGNC:2991,O60496
4473,DOK3,HGNC:24583,Q7L591
4474,DOK4,HGNC:19868,Q8TEW6
4475,DOK5,HGNC:16173,Q9P104
4476,DOK6,HGNC:28301,Q6PKX4
4477,DOK7,HGNC:26594,Q18PE1
4478,DOLK,HGNC:23406,Q9UPQ8
4479,DOLPP1,HGNC:29565,Q86YN1
4480,DONSON,HGNC:2993,Q9NYP3
4481,DOP1A,HGNC:21194,Q5JWR5
4482,DOP1B,HGNC:1291,Q9Y3R5
4483,DOT1L,HGNC:24948,Q8TEK3
4484,DPAGT1,HGNC:2995,Q9H3H5
4485,DPCD,HGNC:24542,Q9BVM2
4486,DPEP1,HGNC:3002,P16444
4487,DPEP2,HGNC:23028,Q9H4A9
4488,DPEP2NB,HGNC:52385,A0A0U1RQF7
4489,DPEP3,HGNC:23029,Q9H4B8
4490,DPF1,HGNC:20225,Q92782
4491,DPF2,HGNC:9964,Q92785
4492,DPF3,HGNC:17427,Q92784
4493,DPH1,HGNC:3003,Q9BZG8
4494,DPH2,HGNC:3004,Q9BQC3
4495,DPH3,HGNC:27717,Q96FX2
4496,DPH5,HGNC:24270,Q9H2P9
4497,DPH6,HGNC:30543,Q7L8W6
4498,DPH7,HGNC:25199,Q9BTV6
4499,DPM1,HGNC:3005,O60762
4500,DPM2,HGNC:3006,O94777
4501,DPM3,HGNC:3007,Q9P2X0
4502,DPP3,HGNC:3008,Q9NY33
4503,DPP4,HGNC:3009,P27487
4504,DPP6,HGNC:3010,P42658
4505,DPP7,HGNC:14892,Q9UHL4
4506,DPP8,HGNC:16490,Q6V1X1
4507,DPP9,HGNC:18648,Q86TI2
4508,DPP10,HGNC:20823,Q8N608
4509,DPPA2,HGNC:19197,Q7Z7J5
4510,DPPA3,HGNC:19199,Q6W0C5
4511,DPPA4,HGNC:19200,Q7L190
4512,DPPA5,HGNC:19201,A6NC42
4513,DPRX,HGNC:32166,A6NFQ7
4514,DPT,HGNC:3011,Q07507
4515,DPY19L1,HGNC:22205,Q2PZI1
4516,DPY19L2,HGNC:19414,Q6NUT2
4517,DPY19L3,HGNC:27120,Q6ZPD9
4518,DPY19L4,HGNC:27829,Q7Z388
4519,DPY30,HGNC:24590,Q9C005
4520,DPYD,HGNC:3012,Q12882
4521,DPYS,HGNC:3013,Q14117
4522,DPYSL2,HGNC:3014,Q16555
4523,DPYSL3,HGNC:3015,Q14195
4524,DPYSL4,HGNC:3016,O14531
4525,DPYSL5,HGNC:20637,Q9BPU6
4526,DQX1,HGNC:20410,Q8TE96
4527,DR1,HGNC:3017,Q01658
4528,DRAM1,HGNC:25645,Q8N682
4529,DRAM2,HGNC:28769,Q6UX65
4530,DRAP1,HGNC:3019,Q14919
4531,DRAXIN,HGNC:25054,Q8NBI3
4532,DRC1,HGNC:24245,Q96MC2
4533,DRC3,HGNC:25384,Q9H069
4534,DRC7,HGNC:25289,Q8IY82
4535,DRC12,HGNC:27446,Q494R4
4536,DRD1,HGNC:3020,P21728
4537,DRD2,HGNC:3023,P14416
4538,DRD3,HGNC:3024,P35462
4539,DRD4,HGNC:3025,P21917
4540,DRD5,HGNC:3026,P21918
4541,DRG1,HGNC:3029,Q9Y295
4542,DRG2,HGNC:3030,P55039
4543,DRGX,HGNC:21536,A6NNA5
4544,DRICH1,HGNC:28031,Q6PGQ1
4545,DROSHA,HGNC:17904,Q9NRR4
4546,DRP2,HGNC:3032,Q13474
4547,DSC1,HGNC:3035,Q08554
4548,DSC2,HGNC:3036,Q02487
4549,DSC3,HGNC:3037,Q14574
4550,DSCAM,HGNC:3039,O60469
4551,DSCAML1,HGNC:14656,Q8TD84
4552,DSCC1,HGNC:24453,Q9BVC3
4553,DSE,HGNC:21144,Q9UL01
4554,DSEL,HGNC:18144,Q8IZU8
4555,DSG1,HGNC:3048,Q02413
4556,DSG2,HGNC:3049,Q14126
4557,DSG3,HGNC:3050,P32926
4558,DSG4,HGNC:21307,Q86SJ6
4559,DSN1,HGNC:16165,Q9H410
4560,DSP,HGNC:3052,P15924
4561,DSPP,HGNC:3054,Q9NZW4
4562,DST,HGNC:1090,Q03001
4563,DSTN,HGNC:15750,P60981
4564,DSTYK,HGNC:29043,Q6XUX3
4565,DTD1,HGNC:16219,Q8TEA8
4566,DTD2,HGNC:20277,Q96FN9
4567,DTHD1,HGNC:37261,Q6ZMT9
4568,DTL,HGNC:30288,Q9NZJ0
4569,DTNA,HGNC:3057,Q9Y4J8
4570,DTNB,HGNC:3058,O60941
4571,DTNBP1,HGNC:17328,Q96EV8
4572,DTWD1,HGNC:30926,Q8N5C7
4573,DTWD2,HGNC:19334,Q8NBA8
4574,DTX1,HGNC:3060,Q86Y01
4575,DTX2,HGNC:15973,Q86UW9
4576,DTX3,HGNC:24457,Q8N9I9
4577,DTX3L,HGNC:30323,Q8TDB6
4578,DTX4,HGNC:29151,Q9Y2E6
4579,DTYMK,HGNC:3061,P23919
4580,DUOX1,HGNC:3062,Q9NRD9
4581,DUOX2,HGNC:13273,Q9NRD8
4582,DUOXA1,HGNC:26507,Q1HG43
4583,DUOXA2,HGNC:32698,Q1HG44
4584,DUS1L,HGNC:30086,Q6P1R4
4585,DUS2,HGNC:26014,Q9NX74
4586,DUS3L,HGNC:26920,Q96G46
4587,DUS4L,HGNC:21517,O95620
4588,DUSP1,HGNC:3064,P28562
4589,DUSP2,HGNC:3068,Q05923
4590,DUSP3,HGNC:3069,P51452
4591,DUSP4,HGNC:3070,Q13115
4592,DUSP5,HGNC:3071,Q16690
4593,DUSP6,HGNC:3072,Q16828
4594,DUSP7,HGNC:3073,Q16829
4595,DUSP8,HGNC:3074,Q13202
4596,DUSP9,HGNC:3076,Q99956
4597,DUSP10,HGNC:3065,Q9Y6W6
4598,DUSP11,HGNC:3066,O75319
4599,DUSP12,HGNC:3067,Q9UNI6
4600,DUSP13A,HGNC:56772,Q6B8I1
4601,DUSP13B,HGNC:19681,Q9UII6
4602,DUSP14,HGNC:17007,O95147
4603,DUSP15,HGNC:16236,Q9H1R2
4604,DUSP16,HGNC:17909,Q9BY84
4605,DUSP18,HGNC:18484,Q8NEJ0
4606,DUSP19,HGNC:18894,Q8WTR2
4607,DUSP21,HGNC:20476,Q9H596
4608,DUSP22,HGNC:16077,Q9NRW4
4609,DUSP23,HGNC:21480,Q9BVJ7
4610,DUSP26,HGNC:28161,Q9BV47
4611,DUSP28,HGNC:33237,Q4G0W2
4612,DUSP29,HGNC:23481,Q68J44
4613,DUT,HGNC:3078,P33316
4614,DUX1,HGNC:3079,O43812
4615,DUX3,HGNC:3081,Q96PT4
4616,DUX4,HGNC:50800,Q9UBX2
4617,DUX5,HGNC:3083,Q96PT3
4618,DUXA,HGNC:32179,A6NLW8
4619,DUXB,HGNC:33345,A0A1W2PPF3
4620,DVL1,HGNC:3084,O14640
4621,DVL2,HGNC:3086,O14641
4622,DVL3,HGNC:3087,Q92997
4623,DXO,HGNC:2992,O77932
4624,DYDC1,HGNC:23460,Q8WWB3
4625,DYDC2,HGNC:23468,Q96IM9
4626,DYM,HGNC:21317,Q7RTS9
4627,DYNAP,HGNC:26808,Q8N1N2
4628,DYNC1H1,HGNC:2961,Q14204
4629,DYNC1I1,HGNC:2963,O14576
4630,DYNC1I2,HGNC:2964,Q13409
4631,DYNC1LI1,HGNC:18745,Q9Y6G9
4632,DYNC1LI2,HGNC:2966,O43237
4633,DYNC2H1,HGNC:2962,Q8NCM8
4634,DYNC2I1,HGNC:21862,Q8WVS4
4635,DYNC2I2,HGNC:28296,Q96EX3
4636,DYNC2LI1,HGNC:24595,Q8TCX1
4637,DYNLL1,HGNC:15476,P63167
4638,DYNLL2,HGNC:24596,Q96FJ2
4639,DYNLRB1,HGNC:15468,Q9NP97
4640,DYNLRB2,HGNC:15467,Q8TF09
4641,DYNLT1,HGNC:11697,P63172
4642,DYNLT2,HGNC:11695,Q8IZS6
4643,DYNLT2B,HGNC:28482,Q8WW35
4644,DYNLT3,HGNC:11694,P51808
4645,DYNLT4,HGNC:32315,Q5JR98
4646,DYNLT5,HGNC:26882,Q8N7M0
4647,DYRK1A,HGNC:3091,Q13627
4648,DYRK1B,HGNC:3092,Q9Y463
4649,DYRK2,HGNC:3093,Q92630
4650,DYRK3,HGNC:3094,O43781
4651,DYRK4,HGNC:3095,Q9NR20
4652,DYSF,HGNC:3097,O75923
4653,DYTN,HGNC:23279,A2CJ06
4654,DZANK1,HGNC:15858,Q9NVP4
4655,DZIP1,HGNC:20908,Q86YF9
4656,DZIP1L,HGNC:26551,Q8IYY4
4657,DZIP3,HGNC:30938,Q86Y13
4658,E2F1,HGNC:3113,Q01094
4659,E2F2,HGNC:3114,Q14209
4660,E2F3,HGNC:3115,O00716
4661,E2F4,HGNC:3118,Q16254
4662,E2F5,HGNC:3119,Q15329
4663,E2F6,HGNC:3120,O75461
4664,E2F7,HGNC:23820,Q96AV8
4665,E2F8,HGNC:24727,A0AVK6
4666,E4F1,HGNC:3121,Q66K89
4667,EAF1,HGNC:20907,Q96JC9
4668,EAF2,HGNC:23115,Q96CJ1
4669,EAPP,HGNC:19312,Q56P03
4670,EARS2,HGNC:29419,Q5JPH6
4671,EBAG9,HGNC:3123,O00559
4672,EBF1,HGNC:3126,Q9UH73
4673,EBF2,HGNC:19090,Q9HAK2
4674,EBF3,HGNC:19087,Q9H4W6
4675,EBF4,HGNC:29278,Q9BQW3
4676,EBI3,HGNC:3129,Q14213
4677,EBLN1,HGNC:39430,P0CF75
4678,EBLN2,HGNC:25493,Q6P2I7
4679,EBNA1BP2,HGNC:15531,Q99848
4680,EBP,HGNC:3133,Q15125
4681,EBPL,HGNC:18061,Q9BY08
4682,ECD,HGNC:17029,O95905
4683,ECE1,HGNC:3146,P42892
4684,ECE2,HGNC:13275,P0DPD6
4685,ECEL1,HGNC:3147,O95672
4686,ECH1,HGNC:3149,Q13011
4687,ECHDC1,HGNC:21489,Q9NTX5
4688,ECHDC2,HGNC:23408,Q86YB7
4689,ECHDC3,HGNC:23489,Q96DC8
4690,ECHS1,HGNC:3151,P30084
4691,ECI1,HGNC:2703,P42126
4692,ECI2,HGNC:14601,O75521
4693,ECM1,HGNC:3153,Q16610
4694,ECM2,HGNC:3154,O94769
4695,ECPAS,HGNC:29020,Q5VYK3
4696,ECRG4,HGNC:24642,Q9H1Z8
4697,ECSCR,HGNC:35454,Q19T08
4698,ECSIT,HGNC:29548,Q9BQ95
4699,ECT2,HGNC:3155,Q9H8V3
4700,ECT2L,HGNC:21118,Q008S8
4701,EDA,HGNC:3157,Q92838
4702,EDA2R,HGNC:17756,Q9HAV5
4703,EDAR,HGNC:2895,Q9UNE0
4704,EDARADD,HGNC:14341,Q8WWZ3
4705,EDC3,HGNC:26114,Q96F86
4706,EDC4,HGNC:17157,Q6P2E9
4707,EDDM3A,HGNC:16978,Q14507
4708,EDDM3B,HGNC:19223,P56851
4709,EDDM13,HGNC:53168,A0A1B0GTR0
4710,EDEM1,HGNC:18967,Q92611
4711,EDEM2,HGNC:15877,Q9BV94
4712,EDEM3,HGNC:16787,Q9BZQ6
4713,EDF1,HGNC:3164,O60869
4714,EDIL3,HGNC:3173,O43854
4715,EDN1,HGNC:3176,P05305
4716,EDN2,HGNC:3177,P20800
4717,EDN3,HGNC:3178,P14138
4718,EDNRA,HGNC:3179,P25101
4719,EDNRB,HGNC:3180,P24530
4720,EDRF1,HGNC:24640,Q3B7T1
4721,EEA1,HGNC:3185,Q15075
4722,EED,HGNC:3188,O75530
4723,EEF1A1,HGNC:3189,P68104
4724,EEF1A2,HGNC:3192,Q05639
4725,EEF1AKMT1,HGNC:27351,Q8WVE0
4726,EEF1AKMT2,HGNC:33787,Q5JPI9
4727,EEF1AKMT3,HGNC:24936,Q96AZ1
4728,EEF1AKMT4,HGNC:53611,P0DPD7
4729,EEF1B2,HGNC:3208,P24534
4730,EEF1D,HGNC:3211,P29692
4731,EEF1E1,HGNC:3212,O43324
4732,EEF1G,HGNC:3213,P26641
4733,EEF2,HGNC:3214,P13639
4734,EEF2K,HGNC:24615,O00418
4735,EEF2KMT,HGNC:32221,Q96G04
4736,EEFSEC,HGNC:24614,P57772
4737,EEIG1,HGNC:31419,Q5T9C2
4738,EEIG2,HGNC:27637,Q5T8I3
4739,EEPD1,HGNC:22223,Q7L9B9
4740,EFCAB2,HGNC:28166,Q5VUJ9
4741,EFCAB3,HGNC:26379,Q8N7B9
4742,EFCAB5,HGNC:24801,A4FU69
4743,EFCAB6,HGNC:24204,Q5THR3
4744,EFCAB7,HGNC:29379,A8K855
4745,EFCAB8,HGNC:34532,A8MWE9
4746,EFCAB9,HGNC:34530,A8MZ26
4747,EFCAB10,HGNC:34531,A6NFE3
4748,EFCAB11,HGNC:20357,Q9BUY7
4749,EFCAB12,HGNC:28061,Q6NXP0
4750,EFCAB13,HGNC:26864,Q8IY85
4751,EFCAB14,HGNC:29051,O75071
4752,EFCC1,HGNC:25692,Q9HA90
4753,EFEMP1,HGNC:3218,Q12805
4754,EFEMP2,HGNC:3219,O95967
4755,EFHB,HGNC:26330,Q8N7U6
4756,EFHC1,HGNC:16406,Q5JVL4
4757,EFHC2,HGNC:26233,Q5JST6
4758,EFHD1,HGNC:29556,Q9BUP0
4759,EFHD2,HGNC:28670,Q96C19
4760,EFL1,HGNC:25789,Q7Z2Z2
4761,EFNA1,HGNC:3221,P20827
4762,EFNA2,HGNC:3222,O43921
4763,EFNA3,HGNC:3223,P52797
4764,EFNA4,HGNC:3224,P52798
4765,EFNA5,HGNC:3225,P52803
4766,EFNB1,HGNC:3226,P98172
4767,EFNB2,HGNC:3227,P52799
4768,EFNB3,HGNC:3228,Q15768
4769,EFR3A,HGNC:28970,Q14156
4770,EFR3B,HGNC:29155,Q9Y2G0
4771,EFS,HGNC:16898,O43281
4772,EFTUD2,HGNC:30858,Q15029
4773,EGF,HGNC:3229,P01133
4774,EGFL6,HGNC:3235,Q8IUX8
4775,EGFL7,HGNC:20594,Q9UHF1
4776,EGFL8,HGNC:13944,Q99944
4777,EGFLAM,HGNC:26810,Q63HQ2
4778,EGFR,HGNC:3236,P00533
4779,EGLN1,HGNC:1232,Q9GZT9
4780,EGLN2,HGNC:14660,Q96KS0
4781,EGLN3,HGNC:14661,Q9H6Z9
4782,EGR1,HGNC:3238,P18146
4783,EGR2,HGNC:3239,P11161
4784,EGR3,HGNC:3240,Q06889
4785,EGR4,HGNC:3241,Q05215
4786,EHBP1,HGNC:29144,Q8NDI1
4787,EHBP1L1,HGNC:30682,Q8N3D4
4788,EHD1,HGNC:3242,Q9H4M9
4789,EHD2,HGNC:3243,Q9NZN4
4790,EHD3,HGNC:3244,Q9NZN3
4791,EHD4,HGNC:3245,Q9H223
4792,EHF,HGNC:3246,Q9NZC4
4793,EHHADH,HGNC:3247,Q08426
4794,EHMT1,HGNC:24650,Q9H9B1
4795,EHMT2,HGNC:14129,Q96KQ7
4796,EI24,HGNC:13276,O14681
4797,EID1,HGNC:1191,Q9Y6B2
4798,EID2,HGNC:28292,Q8N6I1
4799,EID2B,HGNC:26796,Q96D98
4800,EID3,HGNC:32961,Q8N140
4801,EIF1,HGNC:3249,P41567
4802,EIF1AD,HGNC:28147,Q8N9N8
4803,EIF1AX,HGNC:3250,P47813
4804,EIF1AY,HGNC:3252,O14602
4805,EIF1B,HGNC:30792,O60739
4806,EIF2A,HGNC:3254,Q9BY44
4807,EIF2AK1,HGNC:24921,Q9BQI3
4808,EIF2AK2,HGNC:9437,P19525
4809,EIF2AK3,HGNC:3255,Q9NZJ5
4810,EIF2AK4,HGNC:19687,Q9P2K8
4811,EIF2B1,HGNC:3257,Q14232
4812,EIF2B2,HGNC:3258,P49770
4813,EIF2B3,HGNC:3259,Q9NR50
4814,EIF2B4,HGNC:3260,Q9UI10
4815,EIF2B5,HGNC:3261,Q13144
4816,EIF2D,HGNC:6583,P41214
4817,EIF2S1,HGNC:3265,P05198
4818,EIF2S2,HGNC:3266,P20042
4819,EIF2S3,HGNC:3267,P41091
4820,EIF2S3B,HGNC:43863,Q2VIR3
4821,EIF3A,HGNC:3271,Q14152
4822,EIF3B,HGNC:3280,P55884
4823,EIF3C,HGNC:3279,Q99613
4824,EIF3CL,HGNC:26347,B5ME19
4825,EIF3D,HGNC:3278,O15371
4826,EIF3E,HGNC:3277,P60228
4827,EIF3F,HGNC:3275,O00303
4828,EIF3G,HGNC:3274,O75821
4829,EIF3H,HGNC:3273,O15372
4830,EIF3I,HGNC:3272,Q13347
4831,EIF3J,HGNC:3270,O75822
4832,EIF3K,HGNC:24656,Q9UBQ5
4833,EIF3L,HGNC:18138,Q9Y262
4834,EIF3M,HGNC:24460,Q7L2H7
4835,EIF4A1,HGNC:3282,P60842
4836,EIF4A2,HGNC:3284,Q14240
4837,EIF4A3,HGNC:18683,P38919
4838,EIF4B,HGNC:3285,P23588
4839,EIF4E,HGNC:3287,P06730
4840,EIF4E1B,HGNC:33179,A6NMX2
4841,EIF4E2,HGNC:3293,O60573
4842,EIF4E3,HGNC:31837,Q8N5X7
4843,EIF4EBP1,HGNC:3288,Q13541
4844,EIF4EBP2,HGNC:3289,Q13542
4845,EIF4EBP3,HGNC:3290,O60516
4846,EIF4ENIF1,HGNC:16687,Q9NRA8
4847,EIF4G1,HGNC:3296,Q04637
4848,EIF4G2,HGNC:3297,P78344
4849,EIF4G3,HGNC:3298,O43432
4850,EIF4H,HGNC:12741,Q15056
4851,EIF5,HGNC:3299,P55010
4852,EIF5A,HGNC:3300,P63241
4853,EIF5A2,HGNC:3301,Q9GZV4
4854,EIF5AL1,HGNC:17419,Q6IS14
4855,EIF5B,HGNC:30793,O60841
4856,EIF6,HGNC:6159,P56537
4857,EIPR1,HGNC:12383,Q53HC9
4858,ELAC1,HGNC:14197,Q9H777
4859,ELAC2,HGNC:14198,Q9BQ52
4860,ELANE,HGNC:3309,P08246
4861,ELAPOR1,HGNC:29618,Q6UXG2
4862,ELAPOR2,HGNC:21945,A8MWY0
4863,ELAVL1,HGNC:3312,Q15717
4864,ELAVL2,HGNC:3313,Q12926
4865,ELAVL3,HGNC:3314,Q14576
4866,ELAVL4,HGNC:3315,P26378
4867,ELF1,HGNC:3316,P32519
4868,ELF2,HGNC:3317,Q15723
