index,Gene symbol,HGNC ID,UniProt
1256,ATP5MJ,HGNC:1188,P56378
1257,ATP5MK,HGNC:30889,Q96IX5
1258,ATP5PB,HGNC:840,P24539
1259,ATP5PD,HGNC:845,O75947
1260,ATP5PF,HGNC:847,P18859
1261,ATP5PO,HGNC:850,P48047
1262,ATP6AP1,HGNC:868,Q15904
1263,ATP6AP2,HGNC:18305,O75787
1264,ATP6V1A,HGNC:851,P38606
1265,ATP6V1B1,HGNC:853,P15313
1266,ATP6V1B2,HGNC:854,P21281
1267,ATP6V1C1,HGNC:856,P21283
1268,ATP6V1C2,HGNC:18264,Q8NEY4
1269,ATP6V1D,HGNC:13527,Q9Y5K8
1270,ATP6V1E1,HGNC:857,P36543
1271,ATP6V1E2,HGNC:18125,Q96A05
1272,ATP6V1F,HGNC:16832,Q16864
1273,ATP6V1G1,HGNC:864,O75348
1274,ATP6V1G2,HGNC:862,O95670
1275,ATP6V1G3,HGNC:18265,Q96LB4
1276,ATP6V1H,HGNC:18303,Q9UI12
1277,ATP6V0A1,HGNC:865,Q93050
1278,ATP6V0A2,HGNC:18481,Q9Y487
1279,ATP6V0A4,HGNC:866,Q9HBG4
1280,ATP6V0B,HGNC:861,Q99437
1281,ATP6V0C,HGNC:855,P27449
1282,ATP6V0D1,HGNC:13724,P61421
1283,ATP6V0D2,HGNC:18266,Q8N8Y2
1284,ATP6V0E1,HGNC:863,O15342
1285,ATP6V0E2,HGNC:21723,Q8NHE4
1286,ATP7A,HGNC:869,Q04656
1287,ATP7B,HGNC:870,P35670
1288,ATP8A1,HGNC:13531,Q9Y2Q0
1289,ATP8A2,HGNC:13533,Q9NTI2
1290,ATP8B1,HGNC:3706,O43520
1291,ATP8B2,HGNC:13534,P98198
1292,ATP8B3,HGNC:13535,O60423
1293,ATP8B4,HGNC:13536,Q8TF62
1294,ATP9A,HGNC:13540,O75110
1295,ATP9B,HGNC:13541,O43861
1296,ATP10A,HGNC:13542,O60312
1297,ATP10B,HGNC:13543,O94823
1298,ATP10D,HGNC:13549,Q9P241
1299,ATP11A,HGNC:13552,P98196
1300,ATP11B,HGNC:13553,Q9Y2G3
1301,ATP11C,HGNC:13554,Q8NB49
1302,ATP12A,HGNC:13816,P54707
1303,ATP13A1,HGNC:24215,Q9HD20
1304,ATP13A2,HGNC:30213,Q9NQ11
1305,ATP13A3,HGNC:24113,Q9H7F0
1306,ATP13A4,HGNC:25422,Q4VNC1
1307,ATP13A5,HGNC:31789,Q4VNC0
1308,ATP23,HGNC:29452,Q9Y6H3
1309,ATPAF1,HGNC:18803,Q5TC12
1310,ATPAF2,HGNC:18802,Q8N5M1
1311,ATPSCKMT,HGNC:27029,Q6P4H8
1312,ATR,HGNC:882,Q13535
1313,ATRAID,HGNC:24090,Q6UW56
1314,ATRIP,HGNC:33499,Q8WXE1
1315,ATRN,HGNC:885,O75882
1316,ATRNL1,HGNC:29063,Q5VV63
1317,ATRX,HGNC:886,P46100
1318,ATXN1,HGNC:10548,P54253
1319,ATXN1L,HGNC:33279,P0C7T5
1320,ATXN2,HGNC:10555,Q99700
1321,ATXN2L,HGNC:31326,Q8WWM7
1322,ATXN3,HGNC:7106,P54252
1323,ATXN3L,HGNC:24173,Q9H3M9
1324,ATXN7,HGNC:10560,O15265
1325,ATXN7L1,HGNC:22210,Q9ULK2
1326,ATXN7L2,HGNC:28713,Q5T6C5
1327,ATXN7L3,HGNC:25416,Q14CW9
1328,ATXN7L3B,HGNC:37931,Q96GX2
1329,ATXN8,HGNC:32925,Q156A1
1330,ATXN10,HGNC:10549,Q9UBB4
1331,AUH,HGNC:890,Q13825
1332,AUNIP,HGNC:28363,Q9H7T9
1333,AUP1,HGNC:891,Q9Y679
1334,AURKA,HGNC:11393,O14965
1335,AURKAIP1,HGNC:24114,Q9NWT8
1336,AURKB,HGNC:11390,Q96GD4
1337,AURKC,HGNC:11391,Q9UQB9
1338,AUTS2,HGNC:14262,Q8WXX7
1339,AVEN,HGNC:13509,Q9NQS1
1340,AVIL,HGNC:14188,O75366
1341,AVL9,HGNC:28994,Q8NBF6
1342,AVP,HGNC:894,P01185
1343,AVPI1,HGNC:30898,Q5T686
1344,AVPR1A,HGNC:895,P37288
1345,AVPR1B,HGNC:896,P47901
1346,AVPR2,HGNC:897,P30518
1347,AWAT1,HGNC:23252,Q58HT5
1348,AWAT2,HGNC:23251,Q6E213
1349,AXDND1,HGNC:26564,Q5T1B0
1350,AXIN1,HGNC:903,O15169
1351,AXIN2,HGNC:904,Q9Y2T1
1352,AXL,HGNC:905,P30530
1353,AZGP1,HGNC:910,P25311
1354,AZI2,HGNC:24002,Q9H6S1
1355,AZIN1,HGNC:16432,O14977
1356,AZIN2,HGNC:29957,Q96A70
1357,AZU1,HGNC:913,P20160
1358,B2M,HGNC:914,P61769
1359,B3GALNT1,HGNC:918,O75752
1360,B3GALNT2,HGNC:28596,Q8NCR0
1361,B3GALT1,HGNC:916,Q9Y5Z6
1362,B3GALT2,HGNC:917,O43825
1363,B3GALT4,HGNC:919,O96024
1364,B3GALT5,HGNC:920,Q9Y2C3
1365,B3GALT6,HGNC:17978,Q96L58
1366,B3GALT9,HGNC:53652,A8MXE2
1367,B3GAT1,HGNC:921,Q9P2W7
1368,B3GAT2,HGNC:922,Q9NPZ5
1369,B3GAT3,HGNC:923,O94766
1370,B3GLCT,HGNC:20207,Q6Y288
1371,B3GNT2,HGNC:15629,Q9NY97
1372,B3GNT3,HGNC:13528,Q9Y2A9
1373,B3GNT4,HGNC:15683,Q9C0J1
1374,B3GNT5,HGNC:15684,Q9BYG0
1375,B3GNT6,HGNC:24141,Q6ZMB0
1376,B3GNT7,HGNC:18811,Q8NFL0
1377,B3GNT8,HGNC:24139,Q7Z7M8
1378,B3GNT9,HGNC:28714,Q6UX72
1379,B3GNTL1,HGNC:21727,Q67FW5
1380,B4GALNT1,HGNC:4117,Q00973
1381,B4GALNT2,HGNC:24136,Q8NHY0
1382,B4GALNT3,HGNC:24137,Q6L9W6
1383,B4GALNT4,HGNC:26315,Q76KP1
1384,B4GALT1,HGNC:924,P15291
1385,B4GALT2,HGNC:925,O60909
1386,B4GALT3,HGNC:926,O60512
1387,B4GALT4,HGNC:927,O60513
1388,B4GALT5,HGNC:928,O43286
1389,B4GALT6,HGNC:929,Q9UBX8
1390,B4GALT7,HGNC:930,Q9UBV7
1391,B4GAT1,HGNC:15685,O43505
1392,B9D1,HGNC:24123,Q9UPM9
1393,B9D2,HGNC:28636,Q9BPU9
1394,BAALC,HGNC:14333,Q8WXS3
1395,BAAT,HGNC:932,Q14032
1396,BABAM1,HGNC:25008,Q9NWV8
1397,BABAM2,HGNC:1106,Q9NXR7
1398,BACE1,HGNC:933,P56817
1399,BACE2,HGNC:934,Q9Y5Z0
1400,BACH1,HGNC:935,O14867
1401,BACH2,HGNC:14078,Q9BYV9
1402,BAD,HGNC:936,Q92934
1403,BAG1,HGNC:937,Q99933
1404,BAG2,HGNC:938,O95816
1405,BAG3,HGNC:939,O95817
1406,BAG4,HGNC:940,O95429
1407,BAG5,HGNC:941,Q9UL15
1408,BAG6,HGNC:13919,P46379
1409,BAGE,HGNC:942,Q13072
1410,BAGE3,HGNC:15728,Q86Y29
1411,BAGE4,HGNC:15730,Q86Y28
1412,BAHCC1,HGNC:29279,Q9P281
1413,BAHD1,HGNC:29153,Q8TBE0
1414,BAIAP2,HGNC:947,Q9UQB8
1415,BAIAP2L1,HGNC:21649,Q9UHR4
1416,BAIAP2L2,HGNC:26203,Q6UXY1
1417,BAIAP3,HGNC:948,O94812
1418,BAK1,HGNC:949,Q16611
1419,BAMBI,HGNC:30251,Q13145
1420,BANF1,HGNC:17397,O75531
1421,BANF2,HGNC:16172,Q9H503
1422,BANK1,HGNC:18233,Q8NDB2
1423,BANP,HGNC:13450,Q8N9N5
1424,BAP1,HGNC:950,Q92560
1425,BARD1,HGNC:952,Q99728
1426,BARHL1,HGNC:953,Q9BZE3
1427,BARHL2,HGNC:954,Q9NY43
1428,BARX1,HGNC:955,Q9HBU1
1429,BARX2,HGNC:956,Q9UMQ3
1430,BASP1,HGNC:957,P80723
1431,BATF,HGNC:958,Q16520
1432,BATF2,HGNC:25163,Q8N1L9
1433,BATF3,HGNC:28915,Q9NR55
1434,BAX,HGNC:959,Q07812
1435,BAZ1A,HGNC:960,Q9NRL2
1436,BAZ1B,HGNC:961,Q9UIG0
1437,BAZ2A,HGNC:962,Q9UIF9
1438,BAZ2B,HGNC:963,Q9UIF8
1439,BBC3,HGNC:17868,Q96PG8
,,,Q9BXH1
1440,BBIP1,HGNC:28093,A8MTZ0
1441,BBLN,HGNC:17823,Q9BUW7
1442,BBOF1,HGNC:19855,Q8ND07
1443,BBOX1,HGNC:964,O75936
1444,BBS1,HGNC:966,Q8NFJ9
1445,BBS2,HGNC:967,Q9BXC9
1446,BBS4,HGNC:969,Q96RK4
1447,BBS5,HGNC:970,Q8N3I7
1448,BBS7,HGNC:18758,Q8IWZ6
1449,BBS9,HGNC:30000,Q3SYG4
1450,BBS10,HGNC:26291,Q8TAM1
1451,BBS12,HGNC:26648,Q6ZW61
1452,BBX,HGNC:14422,Q8WY36
1453,BCAM,HGNC:6722,P50895
1454,BCAN,HGNC:23059,Q96GW7
1455,BCAP29,HGNC:24131,Q9UHQ4
1456,BCAP31,HGNC:16695,P51572
1457,BCAR1,HGNC:971,P56945
1458,BCAR3,HGNC:973,O75815
1459,BCAS1,HGNC:974,O75363
1460,BCAS2,HGNC:975,O75934
1461,BCAS3,HGNC:14347,Q9H6U6
1462,BCAS4,HGNC:14367,Q8TDM0
1463,BCAT1,HGNC:976,P54687
1464,BCAT2,HGNC:977,O15382
1465,BCCIP,HGNC:978,Q9P287
1466,BCDIN3D,HGNC:27050,Q7Z5W3
1467,BCHE,HGNC:983,P06276
1468,BCKDHA,HGNC:986,P12694
1469,BCKDHB,HGNC:987,P21953
1470,BCKDK,HGNC:16902,O14874
1471,BCL2,HGNC:990,P10415
1472,BCL2A1,HGNC:991,Q16548
1473,BCL2L1,HGNC:992,Q07817
1474,BCL2L2,HGNC:995,Q92843
1475,BCL2L10,HGNC:993,Q9HD36
1476,BCL2L11,HGNC:994,O43521
1477,BCL2L12,HGNC:13787,Q9HB09
1478,BCL2L13,HGNC:17164,Q9BXK5
1479,BCL2L14,HGNC:16657,Q9BZR8
1480,BCL2L15,HGNC:33624,Q5TBC7
1481,BCL3,HGNC:998,P20749
1482,BCL6,HGNC:1001,P41182
1483,BCL6B,HGNC:1002,Q8N143
1484,BCL7A,HGNC:1004,Q4VC05
1485,BCL7B,HGNC:1005,Q9BQE9
1486,BCL7C,HGNC:1006,Q8WUZ0
1487,BCL9,HGNC:1008,O00512
1488,BCL9L,HGNC:23688,Q86UU0
1489,BCL10,HGNC:989,O95999
1490,BCL11A,HGNC:13221,Q9H165
1491,BCL11B,HGNC:13222,Q9C0K0
1492,BCLAF1,HGNC:16863,Q9NYF8
1493,BCLAF3,HGNC:27413,A2AJT9
1494,BCO1,HGNC:13815,Q9HAY6
1495,BCO2,HGNC:18503,Q9BYV7
1496,BCOR,HGNC:20893,Q6W2J9
1497,BCORL1,HGNC:25657,Q5H9F3
1498,BCR,HGNC:1014,P11274
1499,BCS1L,HGNC:1020,Q9Y276
1500,BDH1,HGNC:1027,Q02338
1501,BDH2,HGNC:32389,Q9BUT1
1502,BDKRB1,HGNC:1029,P46663
1503,BDKRB2,HGNC:1030,P30411
1504,BDNF,HGNC:1033,P23560
1505,BDP1,HGNC:13652,A6H8Y1
1506,BEAN1,HGNC:24160,Q3B7T3
1507,BECN1,HGNC:1034,Q14457
1508,BECN2,HGNC:38606,A8MW95
1509,BEGAIN,HGNC:24163,Q9BUH8
1510,BEND2,HGNC:28509,Q8NDZ0
1511,BEND3,HGNC:23040,Q5T5X7
1512,BEND4,HGNC:23815,Q6ZU67
1513,BEND5,HGNC:25668,Q7L4P6
1514,BEND6,HGNC:20871,Q5SZJ8
1515,BEND7,HGNC:23514,Q8N7W2
1516,BEST1,HGNC:12703,O76090
1517,BEST2,HGNC:17107,Q8NFU1
1518,BEST3,HGNC:17105,Q8N1M1
1519,BEST4,HGNC:17106,Q8NFU0
1520,BET1,HGNC:14562,O15155
1521,BET1L,HGNC:19348,Q9NYM9
1522,BEX1,HGNC:1036,Q9HBH7
1523,BEX2,HGNC:30933,Q9BXY8
1524,BEX3,HGNC:13388,Q00994
1525,BEX4,HGNC:25475,Q9NWD9
1526,BEX5,HGNC:27990,Q5H9J7
1527,BFAR,HGNC:17613,Q9NZS9
1528,BFSP1,HGNC:1040,Q12934
1529,BFSP2,HGNC:1041,Q13515
1530,BGLAP,HGNC:1043,P02818
1531,BGN,HGNC:1044,P21810
1532,BHLHA9,HGNC:35126,Q7RTU4
1533,BHLHA15,HGNC:22265,Q7RTS1
1534,BHLHE22,HGNC:11963,Q8NFJ8
1535,BHLHE23,HGNC:16093,Q8NDY6
1536,BHLHE40,HGNC:1046,O14503
1537,BHLHE41,HGNC:16617,Q9C0J9
1538,BHMT,HGNC:1047,Q93088
1539,BHMT2,HGNC:1048,Q9H2M3
1540,BICC1,HGNC:19351,Q9H694
1541,BICD1,HGNC:1049,Q96G01
1542,BICD2,HGNC:17208,Q8TD16
1543,BICDL1,HGNC:28095,Q6ZP65
1544,BICDL2,HGNC:33584,A1A5D9
1545,BICRA,HGNC:4332,Q9NZM4
1546,BICRAL,HGNC:21111,Q6AI39
1547,BID,HGNC:1050,P55957
1548,BIK,HGNC:1051,Q13323
1549,BIN1,HGNC:1052,O00499
1550,BIN2,HGNC:1053,Q9UBW5
1551,BIN3,HGNC:1054,Q9NQY0
1552,BIRC2,HGNC:590,Q13490
1553,BIRC3,HGNC:591,Q13489
1554,BIRC5,HGNC:593,O15392
1555,BIRC6,HGNC:13516,Q9NR09
1556,BIRC7,HGNC:13702,Q96CA5
1557,BIRC8,HGNC:14878,Q96P09
1558,BIVM,HGNC:16034,Q86UB2
1559,BLACAT1,HGNC:48597,[1]
1560,BLCAP,HGNC:1055,P62952
1561,BLID,HGNC:33495,Q8IZY5
1562,BLK,HGNC:1057,P51451
1563,BLM,HGNC:1058,P54132
1564,BLMH,HGNC:1059,Q13867
1565,BLNK,HGNC:14211,Q8WV28
1566,BLOC1S1,HGNC:4200,P78537
1567,BLOC1S2,HGNC:20984,Q6QNY1
1568,BLOC1S3,HGNC:20914,Q6QNY0
1569,BLOC1S4,HGNC:24206,Q9NUP1
1570,BLOC1S5,HGNC:18561,Q8TDH9
1571,BLOC1S6,HGNC:8549,Q9UL45
1572,BLTP1,HGNC:26953,Q2LD37
1573,BLTP2,HGNC:28960,Q14667
1574,BLTP3A,HGNC:21216,Q6BDS2
1575,BLTP3B,HGNC:29102,A0JNW5
1576,BLVRA,HGNC:1062,P53004
1577,BLVRB,HGNC:1063,P30043
1578,BLZF1,HGNC:1065,Q9H2G9
1579,BMAL1,HGNC:701,O00327
1580,BMAL2,HGNC:18984,Q8WYA1
1581,BMERB1,HGNC:19213,Q96MC5
1582,BMF,HGNC:24132,Q96LC9
1583,BMI1,HGNC:1066,P35226
1584,BMP1,HGNC:1067,P13497
1585,BMP2,HGNC:1069,P12643
1586,BMP2K,HGNC:18041,Q9NSY1
1587,BMP3,HGNC:1070,P12645
1588,BMP4,HGNC:1071,P12644
1589,BMP5,HGNC:1072,P22003
1590,BMP6,HGNC:1073,P22004
1591,BMP7,HGNC:1074,P18075
1592,BMP8A,HGNC:21650,Q7Z5Y6
1593,BMP8B,HGNC:1075,P34820
1594,BMP10,HGNC:20869,O95393
1595,BMP15,HGNC:1068,O95972
1596,BMPER,HGNC:24154,Q8N8U9
1597,BMPR1A,HGNC:1076,P36894
1598,BMPR1B,HGNC:1077,O00238
1599,BMPR2,HGNC:1078,Q13873
1600,BMS1,HGNC:23505,Q14692
1601,BMT2,HGNC:26475,Q1RMZ1
1602,BMX,HGNC:1079,P51813
1603,BNC1,HGNC:1081,Q01954
1604,BNC2,HGNC:30988,Q6ZN30
1605,BNIP1,HGNC:1082,Q12981
1606,BNIP2,HGNC:1083,Q12982
1607,BNIP3,HGNC:1084,Q12983
1608,BNIP3L,HGNC:1085,O60238
1609,BNIP5,HGNC:33769,P0C671
1610,BNIPL,HGNC:16976,Q7Z465
1611,BOC,HGNC:17173,Q9BWV1
1612,BOD1,HGNC:25114,Q96IK1
1613,BOD1L1,HGNC:31792,Q8NFC6
1614,BOD1L2,HGNC:28505,Q8IYS8
1615,BOK,HGNC:1087,Q9UMX3
1616,BOLA1,HGNC:24263,Q9Y3E2
1617,BOLA2,HGNC:29488,Q9H3K6
1618,BOLA2B,HGNC:32479,Q9H3K6
1619,BOLA3,HGNC:24415,Q53S33
1620,BOLL,HGNC:14273,Q8N9W6
1621,BOP1,HGNC:15519,Q14137
1622,BORA,HGNC:24724,Q6PGQ7
1623,BORCS5,HGNC:17950,Q969J3
1624,BORCS6,HGNC:25939,Q96GS4
1625,BORCS7,HGNC:23516,Q96B45
1626,BORCS8,HGNC:37247,Q96FH0
1627,BPGM,HGNC:1093,P07738
1628,BPHL,HGNC:1094,Q86WA6
1629,BPI,HGNC:1095,P17213
1630,BPIFA1,HGNC:15749,Q9NP55
1631,BPIFA2,HGNC:16203,Q96DR5
1632,BPIFA3,HGNC:16204,Q9BQP9
1633,BPIFB1,HGNC:16108,Q8TDL5
1634,BPIFB2,HGNC:16177,Q8N4F0
1635,BPIFB3,HGNC:16178,P59826
1636,BPIFB4,HGNC:16179,P59827
1637,BPIFB6,HGNC:16504,Q8NFQ5
1638,BPIFC,HGNC:16503,Q8NFQ6
1639,BPNT1,HGNC:1096,O95861
1640,BPNT2,HGNC:26019,Q9NX62
1641,BPTF,HGNC:3581,Q12830
1642,BPY2,HGNC:13508,O14599
1643,BPY2B,HGNC:25449,O14599
1644,BPY2C,HGNC:18225,O14599
1645,BRAF,HGNC:1097,P15056
1646,BRAP,HGNC:1099,Q7Z569
1647,BRAT1,HGNC:21701,Q6PJG6
1648,BRCA1,HGNC:1100,P38398
1649,BRCA2,HGNC:1101,P51587
1650,BRCC3,HGNC:24185,P46736
1651,BRD1,HGNC:1102,O95696
1652,BRD2,HGNC:1103,P25440
1653,BRD3,HGNC:1104,Q15059
1654,BRD3OS,HGNC:24742,A0A1B0GUI7
1655,BRD4,HGNC:13575,O60885
1656,BRD7,HGNC:14310,Q9NPI1
1657,BRD8,HGNC:19874,Q9H0E9
1658,BRD9,HGNC:25818,Q9H8M2
1659,BRD10,HGNC:23378,Q5HYC2
1660,BRDT,HGNC:1105,Q58F21
1661,BRF1,HGNC:11551,Q92994
1662,BRF2,HGNC:17298,Q9HAW0
1663,BRI3,HGNC:1109,O95415
1664,BRI3BP,HGNC:14251,Q8WY22
1665,BRICD5,HGNC:28309,Q6PL45
1666,BRINP1,HGNC:2687,O60477
1667,BRINP2,HGNC:13746,Q9C0B6
1668,BRINP3,HGNC:22393,Q76B58
1669,BRIP1,HGNC:20473,Q9BX63
1670,BRIX1,HGNC:24170,Q8TDN6
1671,BRK1,HGNC:23057,Q8WUW1
1672,BRME1,HGNC:28153,Q0VDD7
1673,BRMS1,HGNC:17262,Q9HCU9
1674,BRMS1L,HGNC:20512,Q5PSV4
1675,BROX,HGNC:26512,Q5VW32
1676,BRPF1,HGNC:14255,P55201
1677,BRPF3,HGNC:14256,Q9ULD4
1678,BRS3,HGNC:1113,P32247
1679,BRSK1,HGNC:18994,Q8TDC3
1680,BRSK2,HGNC:11405,Q8IWQ3
1681,BRWD1,HGNC:12760,Q9NSI6
1682,BRWD3,HGNC:17342,Q6RI45
1683,BSCL2,HGNC:15832,Q96G97
1684,BSDC1,HGNC:25501,Q9NW68
1685,BSG,HGNC:1116,P35613
1686,BSN,HGNC:1117,Q9UPA5
1687,BSND,HGNC:16512,Q8WZ55
1688,BSPH1,HGNC:33906,Q075Z2
1689,BSPRY,HGNC:18232,Q5W0U4
1690,BST1,HGNC:1118,Q10588
1691,BST2,HGNC:1119,Q10589
1692,BSX,HGNC:20450,Q3C1V8
1693,BTAF1,HGNC:17307,O14981
1694,BTBD1,HGNC:1120,Q9H0C5
1695,BTBD2,HGNC:15504,Q9BX70
1696,BTBD3,HGNC:15854,Q9Y2F9
1697,BTBD6,HGNC:19897,Q96KE9
1698,BTBD7,HGNC:18269,Q9P203
1699,BTBD8,HGNC:21019,Q5XKL5
1700,BTBD9,HGNC:21228,Q96Q07
1701,BTBD10,HGNC:21445,Q9BSF8
1702,BTBD16,HGNC:26340,Q32M84
1703,BTBD17,HGNC:33758,A6NE02
1704,BTBD18,HGNC:37214,B2RXH4
1705,BTBD19,HGNC:27145,C9JJ37
1706,BTC,HGNC:1121,P35070
1707,BTD,HGNC:1122,P43251
1708,BTF3,HGNC:1125,P20290
1709,BTF3L4,HGNC:30547,Q96K17
1710,BTG1,HGNC:1130,P62324
1711,BTG2,HGNC:1131,P78543
1712,BTG3,HGNC:1132,Q14201
1713,BTG4,HGNC:13862,Q9NY30
1714,BTK,HGNC:1133,Q06187
1715,BTLA,HGNC:21087,Q7Z6A9
1716,BTN1A1,HGNC:1135,Q13410
1717,BTN2A1,HGNC:1136,Q7KYR7
1718,BTN2A2,HGNC:1137,Q8WVV5
1719,BTN3A1,HGNC:1138,O00481
1720,BTN3A2,HGNC:1139,P78410
1721,BTN3A3,HGNC:1140,O00478
1722,BTNL2,HGNC:1142,Q9UIR0
1723,BTNL3,HGNC:1143,Q6UXE8
1724,BTNL8,HGNC:26131,Q6UX41
1725,BTNL9,HGNC:24176,Q6UXG8
1726,BTRC,HGNC:1144,Q9Y297
1727,BUB1,HGNC:1148,O43683
1728,BUB1B,HGNC:1149,O60566
1729,BUB3,HGNC:1151,O43684
1730,BUD13,HGNC:28199,Q9BRD0
1731,BUD23,HGNC:16405,O43709
1732,BUD31,HGNC:29629,P41223
1733,BVES,HGNC:1152,Q8NE79
1734,BYSL,HGNC:1157,Q13895
1735,BZW1,HGNC:18380,Q7L1Q6
1736,BZW2,HGNC:18808,Q9Y6E2
1737,C1D,HGNC:29911,Q13901
1738,C1GALT1,HGNC:24337,Q9NS00
1739,C1GALT1C1,HGNC:24338,Q96EU7
1740,C1GALT1C1L,HGNC:51617,P0DN25
1741,C1orf21,HGNC:15494,Q9H246
1742,C1orf35,HGNC:19032,Q9BU76
1743,C1orf43,HGNC:29876,Q9BWL3
1744,C1orf50,HGNC:28795,Q9BV19
1745,C1orf52,HGNC:24871,Q8N6N3
1746,C1orf53,HGNC:30003,Q5VUE5
1747,C1orf54,HGNC:26258,Q8WWF1
1748,C1orf56,HGNC:26045,Q9BUN1
1749,C1orf74,HGNC:26319,Q96LT6
1750,C1orf87,HGNC:28547,Q8N0U7
1751,C1orf94,HGNC:28250,Q6P1W5
1752,C1orf105,HGNC:29591,O95561
1753,C1orf115,HGNC:25873,Q9H7X2
1754,C1orf116,HGNC:28667,Q9BW04
1755,C1orf122,HGNC:24789,Q6ZSJ8
1756,C1orf127,HGNC:26730,Q8N9H9
1757,C1orf131,HGNC:25332,Q8NDD1
1758,C1orf141,HGNC:32044,Q5JVX7
1759,C1orf146,HGNC:24032,Q5VVC0
1760,C1orf159,HGNC:26062,Q96HA4
1761,C1orf162,HGNC:28344,Q8NEQ5
1762,C1orf167,HGNC:25262,Q5SNV9
1763,C1orf174,HGNC:27915,Q8IYL3
1764,C1orf185,HGNC:28096,Q5T7R7
1765,C1orf198,HGNC:25900,Q9H425
1766,C1orf202,HGNC:56760,A0A1W2PPE3
1767,C1orf210,HGNC:28755,Q8IVY1
1768,C1orf216,HGNC:26800,Q8TAB5
1769,C1orf226,HGNC:34351,A1L170
1770,C1orf232,HGNC:53426,A0A0U1RR37
1771,C1QA,HGNC:1241,P02745
1772,C1QB,HGNC:1242,P02746
1773,C1QBP,HGNC:1243,Q07021
1774,C1QC,HGNC:1245,P02747
1775,C1QL1,HGNC:24182,O75973
1776,C1QL2,HGNC:24181,Q7Z5L3
1777,C1QL3,HGNC:19359,Q5VWW1
1778,C1QL4,HGNC:31416,Q86Z23
1779,C1QTNF1,HGNC:14324,Q9BXJ1
1780,C1QTNF2,HGNC:14325,Q9BXJ5
1781,C1QTNF3,HGNC:14326,Q9BXJ4
1782,C1QTNF4,HGNC:14346,Q9BXJ3
1783,C1QTNF5,HGNC:14344,Q9BXJ0
1784,C1QTNF6,HGNC:14343,Q9BXI9
1785,C1QTNF7,HGNC:14342,Q9BXJ2
1786,C1QTNF8,HGNC:31374,P60827
1787,C1QTNF9,HGNC:28732,P0C862
1788,C1QTNF9B,HGNC:34072,B2RNN3
1789,C1QTNF12,HGNC:32308,Q5T7M4
1790,C1R,HGNC:1246,P00736
1791,C1RL,HGNC:21265,Q9NZP8
1792,C1S,HGNC:1247,P09871
1793,C2,HGNC:1248,P06681
1794,C2CD2,HGNC:1266,Q9Y426
1795,C2CD2L,HGNC:29000,O14523
1796,C2CD3,HGNC:24564,Q4AC94
1797,C2CD4A,HGNC:33627,Q8NCU7
1798,C2CD4B,HGNC:33628,A6NLJ0
1799,C2CD4C,HGNC:29417,Q8TF44
1800,C2CD4D,HGNC:37210,B7Z1M9
1801,C2CD5,HGNC:29062,Q86YS7
1802,C2CD6,HGNC:14438,Q53TS8
1803,C2orf15,HGNC:28436,Q8WU43
1804,C2orf42,HGNC:26056,Q9NWW7
1805,C2orf49,HGNC:28772,Q9BVC5
1806,C2orf50,HGNC:26324,Q96LR7
1807,C2orf66,HGNC:33809,Q6UXQ4
1808,C2orf68,HGNC:34353,Q2NKX9
1809,C2orf69,HGNC:26799,Q8N8R5
1810,C2orf72,HGNC:27418,A6NCS6
1811,C2orf73,HGNC:26861,Q8N5S3
1812,C2orf74,HGNC:34439,A8MZ97
1813,C2orf76,HGNC:27017,Q3KRA6
1814,C2orf78,HGNC:34349,A6NCI8
1815,C2orf80,HGNC:34352,Q0P641
1816,C2orf81,HGNC:34350,A6NN90
1817,C2orf88,HGNC:28191,Q9BSF0
1818,C2orf92,HGNC:49272,A0A1B0GVN3
1819,C3,HGNC:1318,P01024
1820,C3AR1,HGNC:1319,Q16581
1821,C3orf18,HGNC:24837,Q9UK00
1822,C3orf20,HGNC:25320,Q8ND61
1823,C3orf22,HGNC:28534,Q8N5N4
1824,C3orf33,HGNC:26434,Q6P1S2
1825,C3orf38,HGNC:28384,Q5JPI3
1826,C3orf49,HGNC:25190,Q96BT1
1827,C3orf52,HGNC:26255,Q5BVD1
1828,C3orf62,HGNC:24771,Q6ZUJ4
1829,C3orf70,HGNC:33731,A6NLC5
1830,C3orf80,HGNC:40048,F5H4A9
1831,C3orf84,HGNC:44666,H3BNL1
1832,C3orf85,HGNC:53432,A0A1B0GTC6
1833,C4A,HGNC:1323,P0C0L4
1834,C4B,HGNC:1324,P0C0L5
1835,C4BPA,HGNC:1325,P04003
1836,C4BPB,HGNC:1328,P20851
1837,C4orf3,HGNC:19225,Q8WVX3
1838,C4orf17,HGNC:25274,Q53FE4
1839,C4orf19,HGNC:25618,Q8IY42
1840,C4orf33,HGNC:27025,Q8N1A6
1841,C4orf36,HGNC:28386,Q96KX1
1842,C4orf46,HGNC:27320,Q504U0
1843,C4orf50,HGNC:33766,Q6ZRC1
1844,C4orf51,HGNC:37264,C9J302
1845,C4orf54,HGNC:27741,D6RIA3
1846,C5,HGNC:1331,P01031
1847,C5AR1,HGNC:1338,P21730
1848,C5AR2,HGNC:4527,Q9P296
1849,C5orf15,HGNC:20656,Q8NC54
1850,C5orf22,HGNC:25639,Q49AR2
1851,C5orf24,HGNC:26746,Q7Z6I8
1852,C5orf34,HGNC:24738,Q96MH7
1853,C5orf46,HGNC:33768,Q6UWT4
1854,C5orf47,HGNC:27026,Q569G3
