,Code,Title
8892,EH61.0,Drug-induced urticaria
8893,EH61.1,Drug-induced angioedema
8894,EH62,Lichenoid drug eruption
8895,EH63,Stevens-Johnson syndrome and toxic epidermal necrolysis due to drug
8896,EH63.0,Drug-induced Stevens-Johnson syndrome
8897,EH63.1,Drug-induced toxic epidermal necrolysis
8898,EH63.2,Drug-induced Stevens-Johnson and toxic epidermal necrolysis overlap syndrome
8899,EH64,Drug-induced erythroderma
8900,EH65,DRESS syndrome
8901,EH66,Fixed drug eruption
8902,EH67,Acne or acneiform reactions attributable to drugs
8903,EH67.0,Drug-induced acute generalised exanthematous pustulosis
8904,EH67.Y,Other specified acne or acneiform reactions attributable to drugs
8905,EH67.Z,"Acne or acneiform reactions attributable to drugs, unspecified"
8906,EH6Y,Drug eruption of other specified type
8907,EH6Z,Drug eruption of unspecified type
8908,EH70,Pigmentary abnormalities of skin due to drug
8909,EH71,Dermatoses precipitated by drug therapy
8910,EH72,Drug-induced hair abnormalities
8911,EH72.0,Drug-induced alopecia
8912,EH72.00,Drug-induced telogen hair loss
8913,EH72.01,Drug-induced anagen effluvium
8914,EH72.Y,Other specified drug-induced hair abnormalities
8915,EH72.Z,"Drug-induced hair abnormalities, unspecified"
8916,EH73,Drug-induced nail abnormalities
8917,EH74,Drug-induced oral conditions
8918,EH75,Photosensitivity due to drug
8919,EH76,Dermatoses associated with specific classes of medication
8920,EH76.0,Dermatoses resulting from cytotoxic or cancer chemotherapy
8921,EH76.1,Dermatoses resulting from immunosuppressive therapy
8922,EH76.2,Dermatoses attributable to corticosteroid therapy
8923,EH76.3,Dermatoses resulting from anticoagulant therapy
8924,EH76.Y,Dermatosis associated with other specific classes of medication
8925,EH77,Localised adverse cutaneous reactions to administration of drug
8926,EH78,"Adverse cutaneous reactions to herbal, homoeopathic or other alternative therapies"
8927,EH7Y,Other specified adverse cutaneous reactions to medication
8928,EH7Z,Unspecified adverse cutaneous reactions to medication
8930,EH90,Pressure ulceration
8931,EH90.0,Pressure ulceration grade 1
8932,EH90.1,Pressure ulceration grade 2
8933,EH90.2,Pressure ulceration grade 3
8934,EH90.3,Pressure ulceration grade 4
8935,EH90.4,"Suspected deep pressure-induced tissue damage, depth unknown"
8936,EH90.5,"Pressure ulceration, ungradable"
8937,EH90.Z,Pressure ulcer of unspecified grade
8938,EH92,Dermatoses provoked by friction or mechanical stress
8939,EH92.0,Corns or callosities
8940,EH92.00,Hard corn
8941,EH92.01,Soft corn
8942,EH92.0Z,"Callosity, unspecified"
8943,EH92.1,Friction blister
8944,EH92.Y,Other specified skin damage due to repetitive friction or mechanical trauma
8945,EH93,Dermatoses due to foreign bodies
8946,EH93.0,Tattoos or tattoo reactions
8947,EH93.1,Foreign body reaction to inorganic matter in the skin
8948,EH93.2,Foreign body reaction to organic matter in the skin
8949,EH93.3,Foreign body granuloma of skin
8950,EH93.Y,Other specified reaction to foreign body in the skin
8951,EH93.Z,"Dermatoses due to foreign bodies, unspecified"
8952,EH94,"Scar of skin, not elsewhere classified"
8954,EJ0Y,Other specified dermatoses provoked or exacerbated by exposure to cold
8956,EJ10,Erythema ab igne
8957,EJ1Y,Other specified dermatoses provoked by heat or electricity
8960,EJ20,Photoaging of the skin
8961,EJ20.0,Actinic elastosis
8962,EJ20.1,Actinic lentigo
8963,EJ20.2,Actinic lentiginosis
8964,EJ20.3,Actinic telangiectasia
8965,EJ20.Z,"Photoaging of the skin, unspecified"
8966,EJ2Y,Other specified chronic effects of ultraviolet radiation on the skin
8967,EJ30,Autoimmune or other photodermatoses
8968,EJ30.0,Polymorphic light eruption
8969,EJ30.1,Chronic actinic dermatitis
8970,EJ30.Y,Other specified photodermatoses
8971,EJ30.Z,"Photodermatoses, unspecified"
8973,EJ40,Sunburn
8974,EJ40.0,Sunburn erythema
8975,EJ40.1,Sunburn with blisters or exudation
8976,EJ40.Z,"Sunburn, unspecified"
8977,EJ41,Burn from exposure to artificial source of ultraviolet radiation
8978,EJ41.0,Burn from exposure to therapeutic ultraviolet radiation
8979,EJ41.Y,Other specified burn from exposure to artificial source of ultraviolet radiation
8980,EJ41.Z,"Burn from exposure to artificial source of ultraviolet radiation, unspecified"
8981,EJ4Z,"Acute effects of ultraviolet radiation on normal skin, unspecified"
8982,EJ6Y,Other specified dermatoses provoked by light or UV radiation
8984,EJ71,Chronic effects of ionizing radiation on the skin
8985,EJ7Z,"Dermatoses due to ionizing radiation, unspecified"
8986,EK00,Allergic contact dermatitis
8987,EK00.0,Allergic contact dermatitis due to clothing or footwear
8988,EK00.1,Allergic contact dermatitis due to cosmetics or fragrances
8989,EK00.2,Allergic contact dermatitis due to dental materials
8990,EK00.3,Allergic contact dermatitis due to food flavours or additives
8991,EK00.4,Allergic contact dermatitis due to hairdressing products
8992,EK00.5,"Allergic contact dermatitis due to industrial biocides, cutting oils or disinfectants"
8993,EK00.6,Allergic contact dermatitis due to metals or metal salts
8994,EK00.7,Allergic contact dermatitis due to allergenic haptens derived from plants or organic matter
8995,EK00.8,"Allergic contact dermatitis due to plastics, glues or resin systems"
8996,EK00.9,Allergic contact dermatitis due to preservatives or biocides
8997,EK00.A,Allergic contact dermatitis due to rubber chemicals
8998,EK00.B,Allergic contact dermatitis due to systemic medicaments
8999,EK00.C,Allergic contact dermatitis due to topical medicaments
9000,EK00.Y,Other specified allergic contact dermatitis
9001,EK00.Z,"Allergic contact dermatitis, unspecified"
9002,EK01,Photo-allergic contact dermatitis
9003,EK02,Irritant contact dermatitis
9004,EK02.0,Irritant contact dermatitis from specified external agents
9005,EK02.00,Irritant contact dermatitis due to wet work
9006,EK02.01,Irritant contact dermatitis due to solvents
9007,EK02.02,"Irritant contact dermatitis due to exposure to acids, alkalis or other specified chemical irritants"
9008,EK02.03,Irritant contact dermatitis due to cosmetics or emollients
9009,EK02.04,Irritant contact dermatitis due to topical medicaments or antimicrobials
9010,EK02.05,Irritant contact dermatitis due to plants or other vegetable matter
9011,EK02.06,Irritant contact dermatitis due to foods
9012,EK02.2,"Irritant contact dermatitis due to friction, sweating or contact with body fluids"
9013,EK02.20,"Intertriginous dermatitis due to friction, sweating or contact with body fluids"
9014,EK02.21,Irritant contact dermatitis due to saliva
9015,EK02.22,Irritant contact dermatitis due to incontinence
9016,EK02.23,Irritant contact dermatitis related to stoma or fistula
9017,EK02.24,Irritant contact dermatitis related to skin contact with prostheses or surgical appliances
9018,EK02.Y,Irritant contact dermatitis due to other specified cause
9019,EK02.Z,"Irritant contact dermatitis, unspecified"
9020,EK10,Allergic contact urticaria
9021,EK10.0,Oral allergy syndrome
9022,EK10.1,Contact urticaria due to food allergen
9023,EK10.Y,Other specified allergic contact urticaria
9024,EK10.Z,"Allergic contact urticaria, unspecified"
9025,EK11,Protein contact dermatitis
9026,EK12,Allergic contact sensitisation
9028,EK20,Phototoxic reaction to fragrance or cosmetics
9029,EK2Y,Phototoxic reaction to skin contact with other specified photoactive agent
9030,EK2Z,"Phototoxic dermatitis, unspecified"
9031,EK50,Cutaneous reactions to venomous or noxious animals
9032,EK50.0,Cutaneous insect bite reactions
9033,EK50.00,Papular urticaria
9034,EK50.01,Bullous insect bite reaction
9035,EK50.02,Persistent insect bite reaction
9036,EK50.0Y,Other specified cutaneous insect bite reactions
9037,EK50.0Z,"Cutaneous insect bite reactions, unspecified"
9038,EK5Y,Other specified skin disorders provoked by external factors
9040,EK70,Cutaneous cysts
9041,EK70.0,Epidermoid cyst
9042,EK70.00,Infected epidermoid cyst
9043,EK70.0Z,"Epidermoid cyst, unspecified"
9044,EK70.1,Trichilemmal cyst
9045,EK70.2,Digital myxoid pseudocyst
9046,EK70.3,Hidrocystoma
9047,EK70.Y,Other specified cutaneous cysts
9048,EK70.Z,"Cutaneous cysts, unspecified"
9049,EK71,Skin tags or polyps
9050,EK71.0,Fibroepithelial polyp of skin
9051,EK71.1,Multiple skin tags
9052,EK71.Z,Polyp of skin not elsewhere classified
9054,EK90,Actinic keratosis and other discrete epidermal dysplasias
9055,EK90.0,Actinic keratosis
9056,EK90.1,Diffuse actinic keratinocyte dysplasia
9057,EK90.Y,Other discrete epidermal dysplasias
9058,EK91,Dermatoses which may presage cutaneous lymphoma
9059,EK91.0,Large plaque parapsoriasis
9060,EK91.1,Poikiloderma vasculare atrophicans
9061,EK91.2,Primary cutaneous plasmacytosis
9062,EK92,Histiocytoses of uncertain malignant potential
9065,EL10,Paraneoplastic syndromes involving skin
9066,EL1Y,Other specified cutaneous markers of internal malignancy
9067,EL3Y,Other specified cutaneous markers of internal disorders
9069,EL50,Unsatisfactory surgical scar of skin
9070,EL50.0,Keloidal surgical scar
9071,EL50.1,Hypertrophic surgical scar
9072,EL50.2,Atrophic surgical scar
9073,EL50.3,Expanded surgical scar
9074,EL50.Z,"Unsatisfactory surgical scar of skin, unspecified"
9075,EL51,Cutaneous flap necrosis
9076,EL52,Myocutaneous flap necrosis
9077,EL53,Skin graft failure
9078,EL54,Composite graft failure
9080,EL60,Acute radiodermatitis following radiotherapy
9081,EL61,Chronic radiodermatitis following radiotherapy
9082,EL63,Radionecrosis of skin due to therapeutic ionizing irradiation
9084,EL73,Unsatisfactory outcome from cutaneous cosmetic surgical procedure
9085,EL73.0,Adverse reaction to dermal or deep fillers
9086,EL73.1,Adverse reaction to chemical peel
9087,EL73.2,Adverse reaction to injection of neurotoxin
9088,EL73.3,Unsatisfactory outcome from cosmetic laser surgery
9089,EL73.4,Hypomelanosis resulting from cosmetic procedure
9090,EL73.5,Dyspigmentation resulting from cosmetic procedure
9091,EL73.6,Fibrosis or scarring following cosmetic procedure
9092,EL80,Adverse cutaneous effects of diagnostic procedures
9093,EM0Y,Other specified diseases of the skin
9094,EM0Z,Skin disease of unspecified nature
9098,FA00,Osteoarthritis of hip
9099,FA00.0,Primary osteoarthritis of hip
9100,FA00.1,Post traumatic osteoarthritis of hip
9101,FA00.2,Other secondary osteoarthritis of hip
9102,FA00.Z,"Osteoarthritis of hip, unspecified"
9103,FA01,Osteoarthritis of knee
9104,FA01.0,Primary osteoarthritis of knee
9105,FA01.1,Post traumatic osteoarthritis of knee
9106,FA01.2,Other secondary osteoarthritis of knee
9107,FA01.Z,"Osteoarthritis of knee, unspecified"
9108,FA02,Osteoarthritis of wrist or hand
9109,FA02.0,Primary osteoarthritis of wrist or hand
9110,FA02.1,Post traumatic osteoarthritis of wrist or hand
9111,FA02.2,Other secondary osteoarthritis of wrist or hand
9112,FA02.Z,"Osteoarthritis of wrist or hand, unspecified"
9113,FA03,Osteoarthritis of other specified joint
9114,FA03.0,Primary osteoarthritis of other specified joint
9115,FA03.1,Post traumatic osteoarthritis of other specified joint
9116,FA03.2,Other secondary osteoarthritis of other specified joint
9117,FA03.Z,"Osteoarthritis of other specified joint, unspecified"
9118,FA04,Oligoosteoarthritis
9119,FA05,Polyosteoarthritis
9120,FA0Z,"Osteoarthritis, unspecified"
9122,FA10,Direct infections of joint
9123,FA10.0,Bacterial infection of joint
9124,FA10.1,Viral infection of joint
9125,FA10.2,Fungal infection of joint
9126,FA10.Z,"Direct infections of joint, unspecified"
9127,FA11,Reactive arthropathies
9128,FA11.0,Arthropathy following intestinal bypass
9129,FA11.1,Arthropathy following vaccination
9130,FA11.2,Arthropathy following genitourinary infection
9131,FA11.Y,Other specified reactive arthropathies
9132,FA11.Z,"Reactive arthropathies, unspecified"
9133,FA12,Postinfectious arthropathies
9134,FA12.0,Bacterial postinfectious arthropathy
9135,FA12.1,Viral postinfectious arthropathies
9136,FA12.2,Fungal postinfectious arthropathies
9137,FA12.3,Parasitic postinfectious arthropathies
9138,FA12.Y,Other specified postinfectious arthropathies
9139,FA12.Z,"Postinfectious arthropathies, unspecified"
9140,FA13,Infectious spondyloarthritis
9141,FA1Y,Other specified infection related arthropathies
9142,FA1Z,"Infection related arthropathies, unspecified"
9144,FA20,Rheumatoid arthritis
9145,FA20.0,Seropositive rheumatoid arthritis
9146,FA20.1,Seronegative rheumatoid arthritis
9147,FA20.Z,"Rheumatoid arthritis, serology unspecified"
9148,FA21,Psoriatic arthritis
9149,FA21.0,Psoriatic spondyloarthritis
9150,FA21.Y,Other specified psoriatic arthritis
9151,FA21.Z,"Psoriatic arthritis, unspecified"
9152,FA22,Polymyalgia rheumatica
9153,FA23,Adult-onset Still disease
9154,FA24,Juvenile idiopathic arthritis
9155,FA24.0,Juvenile idiopathic oligoarthritis
9156,FA24.00,"Juvenile idiopathic oligoarthritis, onset persistent"
9157,FA24.01,"Juvenile idiopathic oligoarthritis, onset extended"
9158,FA24.0Z,"Juvenile idiopathic oligoarthritis, onset unspecified"
9159,FA24.1,Juvenile idiopathic polyarthritis
9160,FA24.2,Juvenile psoriatic arthritis
9161,FA24.3,Juvenile enthesitis related arthritis
9162,FA24.4,Juvenile systemic arthritis
9163,FA24.Y,Other specified juvenile idiopathic arthritis
9164,FA24.Z,"Juvenile idiopathic arthritis, unspecified"
9165,FA25,Gout
9166,FA25.0,Primary gout
9167,FA25.1,Secondary gout
9168,FA25.10,Lead-induced gout
9169,FA25.11,Drug-induced gout
9170,FA25.12,Gouty arthropathy due to enzyme defects or other inherited disorders
9171,FA25.1Y,Other specified secondary gout
9172,FA25.1Z,"Secondary gout, unspecified"
9173,FA25.2,Gout without specification whether primary or secondary
9174,FA25.20,Tophaceous gout
9175,FA25.2Y,Other specified gout without specification whether primary or secondary
9176,FA25.2Z,"Gout, unspecified"
9177,FA26,Certain specified crystal arthropathies
9178,FA26.0,Calcium pyrophosphate dehydrate deposition disease
9179,FA26.1,Hydroxyapatite deposition disease
9180,FA26.2,Chondrocalcinosis
9181,FA26.Y,Other specified crystal arthropathies
9182,FA26.Z,"Crystal arthropathies, unspecified"
9183,FA27,Certain specified inflammatory arthropathies
9184,FA27.0,Kashin-Beck disease
9185,FA27.1,Pigmented villonodular synovitis
9186,FA27.2,Palindromic rheumatism
9187,FA27.3,Transient synovitis
9188,FA27.4,Intermittent hydrarthrosis
9189,FA27.Y,Other specified inflammatory arthropathies
9190,FA2Z,"Inflammatory arthropathies, unspecified"
9192,FA30,Acquired deformities of fingers or toes
9193,FA30.0,Acquired hallux valgus
9194,FA30.1,Hallux rigidus
9195,FA30.2,Acquired hammer toe
9196,FA30.Y,Other specified acquired deformities of fingers or toes
9197,FA30.Z,"Acquired deformities of fingers or toes, unspecified"
9198,FA31,Other acquired deformities of limbs
9199,FA31.0,"Valgus deformity, not elsewhere classified"
9200,FA31.1,"Varus deformity, not elsewhere classified"
9201,FA31.2,Flexion deformity
9202,FA31.3,Acquired wrist drop
9203,FA31.4,Acquired foot drop
9204,FA31.5,Acquired pes planus
9205,FA31.6,Acquired clawhand or clubhand
9206,FA31.7,Acquired clawfoot or clubfoot
9207,FA31.8,Acquired unequal limb length
9208,FA31.Y,Other specified acquired deformities of limbs
9209,FA31.Z,"Acquired deformities of limbs, unspecified"
9210,FA32,Disorders of patella
9211,FA32.0,Recurrent instability of patella
9212,FA32.1,Patellofemoral disorders
9213,FA32.Y,Other specified disorders of patella
9214,FA32.Z,"Disorders of patella, unspecified"
9215,FA33,Internal derangement of knee
9216,FA33.0,Cystic meniscus
9217,FA33.1,Discoid meniscus
9218,FA33.2,Derangement of meniscus due to old tear or injury
9219,FA33.3,Loose body in knee
9220,FA33.4,Chronic instability of knee
9221,FA33.40,"Chronic instability of knee, medial collateral ligament or other or unspecified part of medial meniscus"
9222,FA33.4Y,Other specified chronic instability of knee
9223,FA33.4Z,"Chronic instability of knee, unspecified"
9224,FA33.Y,Other specified internal derangement of knee
9225,FA33.Z,"Internal derangement of knee, unspecified"
9226,FA34,Certain specified joint derangements
9227,FA34.0,Loose body in joint
9228,FA34.1,Disorder of ligament
9229,FA34.2,Recurrent instability of joint
9230,FA34.3,Contracture of joint
9231,FA34.4,Ankylosis of joint
9232,FA34.5,Impingement syndrome of hip
9233,FA34.Y,Other joint derangements
9234,FA35,Wear of articular bearing surface of joint prosthesis
9235,FA35.0,Wear of articular bearing surface of joint prosthesis of hip
9236,FA35.1,Wear of articular bearing surface of joint prosthesis of knee
9237,FA35.2,Wear of articular bearing surface of joint prosthesis of other joint
9238,FA35.Z,Wear of articular bearing surface of joint prosthesis of unspecified joint
9239,FA36,Effusion of joint
9240,FA36.0,Effusion of joint containing blood
9241,FA36.Y,Other specified effusion of joint
9242,FA36.Z,"Effusion of joint, unspecified"
9243,FA37,"Certain joint disorders, not elsewhere classified"
9244,FA37.0,Osteophyte
9245,FA37.Y,"Other specified certain joint disorders, not elsewhere classified"
9246,FA37.Z,"Certain joint disorders, not elsewhere classified, unspecified"
9247,FA38,Arthropathy in diseases classified elsewhere
9248,FA38.0,Diabetic arthropathy
9249,FA38.1,Neuropathic arthropathy
9250,FA38.10,Diabetic Charcot arthropathy
9251,FA38.1Y,Other specified neuropathic arthropathy
9252,FA38.1Z,"Neuropathic arthropathy, unspecified"
9253,FA38.2,Arthropathy in hypersensitivity reactions classified elsewhere
9254,FA38.3,Haemophilic arthropathy
9255,FA38.Y,Arthropathy in other specified diseases classified elsewhere
9256,FA3Z,Unspecified joint disorders and deformities of limbs
9257,FA5Y,Other specified arthropathies
9258,FA5Z,"Arthropathies, unspecified"
9261,FA70,Spinal deformities
9262,FA70.0,Kyphosis
9263,FA70.1,Scoliosis
9264,FA70.2,Lordosis
9265,FA70.Z,"Spinal deformities, unspecified"
9266,FA71,Torticollis
9267,FA72,Disorders of vertebra
9268,FA72.0,Ankylosing hyperostosis
9269,FA72.1,Kissing spine
9270,FA72.2,Traumatic spondylopathy
9271,FA72.3,Fatigue fracture of vertebra
9272,FA72.4,"Collapsed vertebra, not elsewhere classified"
9273,FA72.Y,Other specified disorders of vertebra
9274,FA72.Z,"Disorders of vertebra, unspecified"
9275,FA7Y,Other specified structural disorders of spine
9276,FA7Z,"Structural disorders of spine, unspecified"
9278,FA80,Intervertebral disc degeneration
9279,FA80.0,Intervertebral disc degeneration of cervical spine without prolapsed disc
9280,FA80.1,Intervertebral disc degeneration of cervical spine with prolapsed disc
9281,FA80.2,Intervertebral disc degeneration of cervical spine with bony spur at the vertebra
9282,FA80.3,Intervertebral disc degeneration of cervical spine with nervous system involvement
9283,FA80.4,Intervertebral disc degeneration of thoracic spine without prolapsed disc
9284,FA80.5,Intervertebral disc degeneration of thoracic spine with prolapsed disc
9285,FA80.6,Intervertebral disc degeneration of thoracic spine with bony spur at the vertebra
9286,FA80.7,Intervertebral disc degeneration of thoracic spine with nervous system involvement
9287,FA80.8,Intervertebral disc degeneration of lumbar spine without prolapsed disc
9288,FA80.9,Intervertebral disc degeneration of lumbar spine with prolapsed disc
9289,FA80.A,Intervertebral disc degeneration of lumbar spine with bony spur at the vertebra
9290,FA80.B,Intervertebral disc degeneration of lumbar spine with nervous system involvement
9291,FA80.Y,Other specified intervertebral disc degeneration
9292,FA80.Z,"Intervertebral disc degeneration, unspecified"
9293,FA81,Spondylolysis
9294,FA81.0,Spondylolysis with slippage
9295,FA81.1,Spondylolysis without slippage
9296,FA81.Z,"Spondylolysis, unspecified"
9297,FA82,Spinal stenosis
9298,FA83,Ossification of spinal ligaments
9299,FA84,Spondylolisthesis
9300,FA84.0,Spondylolisthesis with pars defect
9301,FA84.1,Spondylolisthesis without pars defect
9302,FA84.Z,"Spondylolisthesis, unspecified"
9303,FA85,Spinal endplate defects
9304,FA85.0,Spinal epiphysiopathy with no determinant
9305,FA85.1,Spinal epiphysiopathy with determinants
9306,FA85.10,Localised central endplate defect
9307,FA85.11,Multiple anterior endplate defect
9308,FA85.12,Separation of ring apophysis
9309,FA85.1Y,Other specified spinal epiphysiopathy with determinants
9310,FA85.1Z,"Spinal epiphysiopathy with determinants, unspecified"
9311,FA85.Y,Other specified spinal endplate defects
9312,FA85.Z,"Spinal endplate defects, unspecified"
9313,FA8Y,Other specified degenerative condition of spine
9314,FA8Z,"Degenerative condition of spine, unspecified"
9316,FA90,Infection of vertebra
9317,FA90.0,Infection of vertebra with no determinant
9318,FA90.1,Infection of vertebra with determinants
9319,FA90.Y,Other specified infection of vertebra
9320,FA90.Z,"Infection of vertebra, unspecified"
9321,FA91,Infection of intervertebral disc
9322,FA92,Inflammatory spondyloarthritis
9323,FA92.0,Axial spondyloarthritis
9324,FA92.00,Spinal enthesitis
9325,FA92.01,"Sacroiliitis, not elsewhere classified"
9326,FA92.0Y,Other specified axial spondyloarthritis
9327,FA92.0Z,"Axial spondyloarthritis, unspecified"
9328,FA92.1,Peripheral spondyloarthritis
9329,FA92.Y,Other specified inflammatory spondyloarthritis
9330,FA92.Z,"Inflammatory spondyloarthritis, unspecified"
9331,FA9Y,Other specified inflammation of spine
9332,FA9Z,"Inflammation of spine, unspecified"
9334,FB00,Ankylosis of spinal joint
9335,FB0Y,Other specified spondylopathies
9336,FB0Z,"Spondylopathies, unspecified"
9337,FB10,Spinal instabilities
9338,FB1Y,Other specified conditions associated with the spine
9339,FB1Z,"Conditions associated with the spine, unspecified"
9342,FB30,Infectious myositis
9343,FB31,Calcification or ossification of muscle
9344,FB31.0,Progressive osseous heteroplasia
9345,FB31.1,Fibrodysplasia ossificans progressiva
9346,FB31.Y,Other specified calcification or ossification of muscle
9347,FB31.Z,"Calcification or ossification of muscle, unspecified"
9348,FB32,Certain specified disorders of muscle
9349,FB32.0,Diastasis of muscle
9350,FB32.1,Spontaneous rupture of muscle
9351,FB32.2,Ischaemic infarction of muscle
9352,FB32.20,Idiopathic rhabdomyolysis
9353,FB32.2Y,Other specified ischaemic infarction of muscle
9354,FB32.2Z,"Ischaemic infarction of muscle, unspecified"
9355,FB32.3,Immobility syndrome
9356,FB32.4,Contracture of muscle
9357,FB32.5,Muscle strain or sprain
9358,FB32.Y,Other specified disorders of muscles
9359,FB33,Secondary disorders of muscle
9360,FB3Z,"Disorders of muscles, unspecified"
9362,FB40,Tenosynovitis
9363,FB40.0,Infectious tenosynovitis
9364,FB40.1,Plantar fasciitis
9365,FB40.2,Posterior tibial tendonitis
9366,FB40.3,Calcific tendinitis
9367,FB40.4,Trigger finger
9368,FB40.5,Radial styloid tenosynovitis
9369,FB40.Y,Other specified tenosynovitis
9370,FB40.Z,"Tenosynovitis, unspecified"
9371,FB41,Spontaneous rupture of synovium or tendon
9372,FB41.0,Spontaneous rupture of popliteal cyst
9373,FB41.1,Spontaneous rupture of synovium
9374,FB41.2,Spontaneous rupture of tendon
9375,FB41.Y,Other specified spontaneous rupture of synovium or tendon
9376,FB41.Z,"Spontaneous rupture of synovium or tendon, unspecified"
9377,FB42,Certain specified disorders of synovium or tendon
9378,FB42.0,Acquired short Achilles tendon
9379,FB42.1,Contracture of tendon sheath
9380,FB42.2,Ganglion
9381,FB42.3,"Synovial hypertrophy, not elsewhere classified"
9382,FB43,Secondary disorders of synovium or tendon
9383,FB4Y,Other specified disorders of synovium or tendon
9384,FB4Z,"Disorders of synovium or tendon, unspecified"
9386,FB50,Bursitis
9387,FB50.0,Infectious bursitis
9388,FB50.1,"Bursitis related to use, overuse or pressure"
9389,FB50.2,Synovial cyst of popliteal space
9390,FB50.3,Calcium deposit in bursa
9391,FB50.Y,Other specified bursitis
9392,FB50.Z,"Bursitis, unspecified"
9393,FB51,Fibroblastic disorders
9394,FB51.0,Palmar fascial fibromatosis
9395,FB51.1,Knuckle pads
9396,FB51.2,Fasciitis and fibromatosis
9397,FB51.3,Fibroblastic rheumatism
9398,FB51.4,Retroperitoneal fibrosis
9399,FB51.40,Primary retroperitoneal fibrosis
9400,FB51.4Y,Other specified retroperitoneal fibrosis
9401,FB51.4Z,"Retroperitoneal fibrosis, unspecified"
9402,FB51.Y,Other specified fibroblastic disorders
9403,FB51.Z,"Fibroblastic disorders, unspecified"
9404,FB52,Soft tissue disorders in diseases classified elsewhere
9405,FB53,Shoulder lesions
9406,FB53.0,Adhesive capsulitis of shoulder
9407,FB53.1,Rotator cuff syndrome
9408,FB53.2,Impingement syndrome of shoulder
9409,FB53.Y,Other specified shoulder lesions
9410,FB53.Z,"Shoulder lesions, unspecified"
9411,FB54,Enthesopathies of lower limb
9412,FB54.0,Iliac crest spur
9413,FB54.1,Iliotibial band syndrome
9414,FB54.2,Tibial collateral bursitis
9415,FB54.3,Calcaneal spur
9416,FB54.4,Metatarsalgia
9417,FB54.Y,Other specified enthesopathies of lower limb
9418,FB54.Z,"Enthesopathies of lower limb, unspecified"
9419,FB55,Certain specified enthesopathies
9420,FB55.0,Medial epicondylitis of elbow
9421,FB55.1,Lateral epicondylitis of elbow
9422,FB55.2,Periarthritis of wrist
9423,FB55.Z,"Enthesopathies, unspecified"
9424,FB56,"Specified soft tissue disorders, not elsewhere classified"
9425,FB56.0,"Foreign body granuloma of soft tissue, not elsewhere classified"
9426,FB56.1,Residual foreign body in soft tissue
9427,FB56.2,Myalgia
9428,FB56.3,Hypertrophy of infrapatellar fat pad
9429,FB56.4,Pain in limb
9430,FB56.6,Other specified soft tissue disorders
9431,FB6Z,"Soft tissue disorders, unspecified"
9433,FB80,Certain specified disorders of bone density or structure
9434,FB80.0,Fibrous dysplasia of bone
9435,FB80.1,Skeletal fluorosis
9436,FB80.2,Osteitis condensans
9437,FB80.3,Hyperostosis of skull
9438,FB80.4,Osteosclerosis
9439,FB80.5,Solitary bone cyst
9440,FB80.6,Aneurysmal bone cyst
9441,FB80.7,Malunion of fracture
9442,FB80.8,Nonunion of fracture
9443,FB80.9,Delayed union of fracture
9444,FB80.A,"Stress fracture, not elsewhere classified"
9445,FB80.B,Pathological fracture
9446,FB80.Y,Other specified disorders of bone density or structure
9447,FB80.Z,"Disorder of bone density or structure, unspecified"
9448,FB81,Osteonecrosis
9449,FB81.0,Idiopathic aseptic osteonecrosis
9450,FB81.1,Osteonecrosis due to dialysis
9451,FB81.2,Drug-induced osteonecrosis
9452,FB81.3,Osteonecrosis due to trauma
9453,FB81.4,Osteonecrosis due to haemoglobinopathy
9454,FB81.5,Osteonecrosis due to ionizing radiation
9455,FB81.6,Alcohol induced osteonecrosis
9456,FB81.Y,Other specified osteonecrosis
9457,FB81.Z,"Osteonecrosis, unspecified"
9458,FB82,Chondropathies
9459,FB82.0,Chondromalacia
9460,FB82.00,Chondromalacia patellae
9461,FB82.0Y,Other specified chondromalacia
9462,FB82.0Z,"Chondromalacia, unspecified"
9463,FB82.1,Osteochondrosis or osteochondritis dissecans
9464,FB82.2,Slipped upper femoral epiphysis
9465,FB82.3,Relapsing polychondritis
9466,FB82.Y,Other specified chondropathies
9467,FB82.Z,"Chondropathies, unspecified"
9468,FB83,Low bone mass disorders
9469,FB83.0,Osteopenia
9470,FB83.00,Premenopausal idiopathic osteopenia
9471,FB83.01,Postmenopausal osteopenia
9472,FB83.02,Senile osteopenia
9473,FB83.03,Osteopenia of disuse
9474,FB83.04,Drug-induced osteopenia
9475,FB83.0Y,Other specified osteopenia
9476,FB83.0Z,"Osteopenia, unspecified"
9477,FB83.1,Osteoporosis
9478,FB83.10,Premenopausal idiopathic osteoporosis
9479,FB83.11,Postmenopausal osteoporosis
9480,FB83.12,Osteoporosis of disuse
9481,FB83.13,Drug-induced osteoporosis
9482,FB83.14,Osteoporosis due to malabsorption
9483,FB83.1Y,Other specified osteoporosis
9484,FB83.1Z,"Osteoporosis, unspecified"
9485,FB83.2,Adult osteomalacia
9486,FB83.20,Aluminium bone disease
9487,FB83.21,Adult osteomalacia due to malnutrition
9488,FB83.22,Drug-induced adult osteomalacia
9489,FB83.2Y,Other specified adult osteomalacia
9490,FB83.2Z,"Adult osteomalacia, unspecified"
9491,FB84,Osteomyelitis or osteitis
9492,FB84.0,Acute haematogenous osteomyelitis
9493,FB84.1,Other acute osteomyelitis
9494,FB84.2,Subacute osteomyelitis
9495,FB84.3,Chronic multifocal osteomyelitis
9496,FB84.4,Chronic osteomyelitis with draining sinus
