,Code,Title
9497,FB84.5,Other chronic haematogenous osteomyelitis
9498,FB84.Y,Other specified osteomyelitis or osteitis
9499,FB84.Z,"Osteomyelitis or osteitis, unspecified"
9500,FB85,Paget disease of bone
9501,FB85.0,Juvenile Paget disease
9502,FB85.1,Paget disease of bone in neoplastic disease
9503,FB85.Y,Other specified Paget disease of bone
9504,FB85.Z,"Paget disease of bone, unspecified"
9505,FB86,Disorders associated with bone growth
9506,FB86.0,Epiphyseal arrest
9507,FB86.1,Bone hyperplasias
9508,FB86.10,Hypertrophic osteoarthropathy
9509,FB86.11,Hypertrophy of bone
9510,FB86.1Y,Other specified bone hyperplasias
9511,FB86.1Z,"Bone hyperplasias, unspecified"
9512,FB86.2,Osteolysis
9513,FB86.Y,Other specified disorders associated with bone growth
9514,FB86.Z,"Disorders associated with bone growth, unspecified"
9515,FB8Y,Other specified osteopathies or chondropathies
9516,FB8Z,"Osteopathies or chondropathies, unspecified"
9517,FC00,"Certain specified acquired deformities of musculoskeletal system or connective tissue, not elsewhere classified"
9518,FC00.0,Acquired deformity of nose
9519,FC00.1,Acquired deformity of neck
9520,FC00.2,Acquired deformity of chest or rib
9521,FC00.3,Acquired deformity of pelvis
9522,FC00.4,Acquired deformity of trunk
9523,FC00.Y,"Acquired deformities of musculoskeletal system and connective tissue, not classified elsewhere, other specified sites"
9524,FC01,Postprocedural disorders of the musculoskeletal system
9525,FC01.0,Pseudarthrosis after fusion or arthrodesis
9526,FC01.1,"Postlaminectomy syndrome, not elsewhere classified"
9527,FC01.2,Post radiation kyphosis
9528,FC01.3,Postlaminectomy kyphosis
9529,FC01.4,Postsurgical lordosis
9530,FC01.5,Post radiation scoliosis
9531,FC01.6,"Fracture of bone following insertion of orthopaedic implant, joint prosthesis, or bone plate"
9532,FC01.7,Nonunion after arthrodesis
9533,FC01.70,Nonunion after spinal arthrodesis
9534,FC01.7Y,Nonunion after arthrodesis of other sites
9535,FC01.8,Postsurgical osteolysis
9536,FC01.9,Postoophorectomy osteoporosis
9537,FC01.A,Postsurgical malabsorption osteoporosis
9538,FC0Y,Other specified diseases of the musculoskeletal system or connective tissue
9539,FC0Z,"Diseases of the musculoskeletal system or connective tissue, unspecified"
9543,GA00,Vulvitis
9544,GA00.0,Acute vulvitis
9545,GA00.1,"Subacute, chronic or recurrent vulvitis"
9546,GA00.2,Abscess of vulva
9547,GA00.3,Genital ulcer of vulva
9548,GA00.4,Vulvovaginal ulceration or inflammation
9549,GA00.40,Vulvovaginal ulceration
9550,GA00.41,Vulvovaginal inflammation
9551,GA00.Z,"Vulvitis, unspecified"
9552,GA01,"Inflammatory disorders of the uterus, except cervix"
9553,GA01.0,Acute inflammatory disease of uterus
9554,GA01.00,Acute endometritis
9555,GA01.01,Acute inflammatory disease of uterus with pyometra
9556,GA01.0Z,"Acute inflammatory disease of uterus, unspecified"
9557,GA01.1,Chronic inflammatory disease of uterus
9558,GA01.10,Chronic endometritis
9559,GA01.11,Chronic inflammatory disease of uterus with pyometra
9560,GA01.1Z,"Chronic inflammatory disease of uterus, unspecified"
9561,GA01.Y,"Other specified inflammatory disorders of the uterus, except cervix"
9562,GA01.Z,"Inflammatory disorders of the uterus, except cervix, unspecified"
9563,GA02,Vaginitis
9564,GA02.0,Acute vaginitis
9565,GA02.1,Inflammatory vaginitis
9566,GA02.2,Subacute or chronic vaginitis
9567,GA02.3,Genital ulcer disease of vagina
9568,GA02.Z,"Vaginitis, unspecified"
9569,GA03,Diseases of Bartholin gland
9570,GA03.0,Abscess of Bartholin gland
9571,GA03.1,Cyst of Bartholin gland
9572,GA03.Y,Other specified diseases of Bartholin gland
9573,GA03.Z,"Diseases of Bartholin gland, unspecified"
9574,GA04,Cervicitis
9575,GA05,Female pelvic inflammatory diseases
9576,GA05.0,Acute female pelvic inflammatory disease
9577,GA05.1,Chronic pelvic inflammatory disease
9578,GA05.2,"Female pelvic peritonitis, unspecified"
9579,GA05.3,Tuboovarian abscess
9580,GA05.Y,Other specified female pelvic inflammatory diseases
9581,GA05.Z,"Female pelvic inflammatory diseases, unspecified"
9582,GA06,Pelvic peritoneal adhesions of unknown or combined origin
9583,GA07,Salpingitis or oophoritis
9584,GA07.0,Acute salpingitis or oophoritis
9585,GA07.1,Chronic salpingitis or oophoritis
9586,GA07.Z,"Salpingitis or oophoritis, unspecified"
9587,GA0Z,"Inflammatory disorders of the female genital tract, unspecified"
9588,GA10,Endometriosis
9589,GA10.B,Endometriosis of the reproductive system
9590,GA10.B0,Endometriosis of the uterosacral ligaments
9591,GA10.B1,Endometriosis of the pelvic side wall
9592,GA10.B2,Endometriosis of rectovaginal septum or vagina
9593,GA10.B3,Endometriosis of fallopian tube
9594,GA10.B4,Superficial ovarian endometriosis
9595,GA10.B5,Deep ovarian endometriosis
9596,GA10.BY,Endometriosis of other sites of the reproductive system
9597,GA10.BZ,Endometriosis of unspecified site of reproductive system
9598,GA10.C,Endometriosis of the digestive system
9599,GA10.C0,Endometriosis of the gallbladder
9600,GA10.C1,Endometriosis of intestine
9601,GA10.C2,Endometriosis of pelvic peritoneum
9602,GA10.C3,Peritoneal pockets due to endometriosis
9603,GA10.CY,Endometriosis of other sites within the digestive system
9604,GA10.CZ,Endometriosis of unspecified site within the digestive system
9605,GA10.D,Endometriosis of urinary system
9606,GA10.D0,Endometriosis of the bladder
9607,GA10.DY,Endometriosis of other sites in the urinary system
9608,GA10.DZ,Endometriosis of unspecified site in the urinary system
9609,GA10.E,Endometriosis of the circulatory system
9610,GA10.F,Endometriosis of the nervous system
9611,GA10.G,Thoracic endometriosis
9612,GA10.H,Endometriosis in cutaneous scar
9613,GA10.J,Endometriosis-related adhesions
9614,GA10.Y,Endometriosis of other specified sites
9615,GA10.Z,Endometriosis of unspecified site
9616,GA11,Adenomyosis
9618,GA12,Dyspareunia
9619,GA13,Acquired abnormalities of vulva or perineum
9620,GA13.0,Polyp of vulva
9621,GA13.1,Low grade squamous intraepithelial lesion of vulva
9622,GA13.2,Hypertrophy of vulva
9623,GA13.3,Vulvar cyst
9624,GA13.4,Labial agglutination
9625,GA13.5,Skene duct cyst
9626,GA13.6,Vulvar laceration
9627,GA13.7,Vulvar haematoma
9628,GA13.Y,Other specified acquired abnormalities of vulva or perineum
9629,GA13.Z,"Acquired abnormalities of vulva or perineum, unspecified"
9630,GA14,Acquired abnormalities of vagina
9631,GA14.0,Polyp of vagina
9632,GA14.1,Haematocolpos
9633,GA14.2,Vaginal foreign body
9634,GA14.3,Vaginal haematoma
9635,GA14.5,Leukoplakia of vagina
9636,GA14.6,Low grade squamous intraepithelial lesion of vagina
9637,GA14.Y,Other specified acquired abnormalities of vagina
9638,GA14.Z,"Acquired abnormalities of vagina, unspecified"
9639,GA15,Acquired abnormalities of cervix uteri
9640,GA15.0,Polyp of cervix uteri
9641,GA15.1,Erosion or ectropion of cervix uteri
9642,GA15.2,Nabothian cyst
9643,GA15.3,Old laceration of cervix uteri
9644,GA15.4,Stricture or stenosis of cervix uteri
9645,GA15.5,Hypertrophic elongation of cervix uteri
9646,GA15.6,Incompetence of cervix uteri
9647,GA15.7,Low grade squamous intraepithelial lesion of cervix uteri
9648,GA15.Y,Other specified acquired abnormalities of cervix uteri
9649,GA15.Z,"Acquired abnormalities of cervix uteri, unspecified"
9650,GA16,"Acquired abnormalities of uterus, except cervix"
9651,GA16.0,Endometrial glandular hyperplasia
9652,GA16.1,Malposition of uterus
9653,GA16.2,Intrauterine synechiae
9654,GA16.3,Haematometra
9655,GA16.Y,"Other specified acquired abnormalities of uterus, except cervix"
9656,GA16.Z,"Acquired abnormalities of uterus, except cervix, unspecified"
9657,GA17,Acquired abnormalities of fallopian tube
9658,GA17.0,Acquired parafimbrial cyst of the fallopian tube
9659,GA17.1,Fimbrial agglutination
9660,GA17.2,Hydrosalpinx
9661,GA17.3,Haematosalpinx
9662,GA17.4,Salpingitis isthmica nodosa
9663,GA17.Y,Other specified acquired abnormalities of fallopian tube
9664,GA17.Z,"Acquired abnormalities of fallopian tube, unspecified"
9665,GA18,Acquired abnormalities of ovary
9666,GA18.0,Follicular cyst of ovary
9667,GA18.1,Corpus luteum cyst
9668,GA18.2,Theca lutein cyst
9669,GA18.4,Para ovarian cyst
9670,GA18.5,"Torsion of ovary, ovarian pedicle or fallopian tube"
9671,GA18.6,Other or unspecified ovarian cysts
9672,GA18.7,Acquired atrophy of ovary or fallopian tube
9673,GA18.Y,Other specified acquired abnormalities of ovary
9674,GA18.Z,"Acquired abnormalities of ovary, unspecified"
9675,GA19,Acquired abnormalities of broad ligament
9676,GA19.0,Haematoma of broad ligament
9677,GA19.Y,Other specified acquired abnormalities of broad ligament
9678,GA19.Z,"Acquired abnormalities of broad ligament, unspecified"
9679,GA1Y,Other specified noninflammatory disorders of female genital tract
9680,GA1Z,"Noninflammatory disorders of female genital tract, unspecified"
9682,GA20,Menstrual cycle bleeding disorders
9683,GA20.0,Amenorrhoea
9684,GA20.00,Primary amenorrhoea
9685,GA20.01,Secondary amenorrhoea
9686,GA20.02,Lactational amenorrhoea
9687,GA20.0Y,Other specified amenorrhoea
9688,GA20.0Z,"Amenorrhoea, unspecified"
9689,GA20.1,Abnormal frequency of uterine bleeding
9690,GA20.10,Frequent menstrual bleeding
9691,GA20.11,Infrequent menstrual bleeding
9692,GA20.1Z,"Abnormal frequency of uterine bleeding, unspecified"
9693,GA20.2,Ovulation bleeding
9694,GA20.20,Intermenstrual bleeding
9695,GA20.2Y,Other specified ovulation bleeding
9696,GA20.2Z,"Ovulation bleeding, unspecified"
9697,GA20.3,Abnormal regularity of uterine bleeding
9698,GA20.4,Abnormal duration of uterine bleeding
9699,GA20.5,Abnormal volume of uterine bleeding
9700,GA20.50,Heavy menstrual bleeding
9701,GA20.51,Light menstrual bleeding
9702,GA20.5Z,"Abnormal volume of uterine bleeding, unspecified"
9703,GA20.Y,Other specified menstrual cycle bleeding disorders
9704,GA20.Z,"Menstrual cycle bleeding disorders, unspecified"
9705,GA21,Nonmenstrual bleeding disorders
9706,GA21.0,Postcoital or contact bleeding
9707,GA21.Y,Other specified nonmenstrual bleeding disorders
9708,GA21.Z,"Nonmenstrual bleeding disorders, unspecified"
9709,GA22,Excessive menstruation with irregular cycle
9710,GA23,Anovulatory bleeding
9711,GA2Y,Other specified abnormal uterine or vaginal bleeding
9712,GA2Z,"Abnormal uterine or vaginal bleeding, unspecified"
9713,GA30,Menopausal or perimenopausal disorders
9714,GA30.0,Menopause
9715,GA30.00,Menopausal or female climacteric states
9716,GA30.01,Menopausal transition
9717,GA30.02,Excessive bleeding in the premenopausal period
9718,GA30.0Y,Other specified menopause
9719,GA30.0Z,"Menopause, unspecified"
9720,GA30.1,Postmenopausal uterine bleeding
9721,GA30.2,Postmenopausal atrophic vaginitis
9722,GA30.3,States associated with artificial menopause
9723,GA30.4,Menopausal hot flush
9724,GA30.5,Menopausal osteoporosis
9725,GA30.6,Premature ovarian failure
9726,GA30.Y,Other specified menopausal or perimenopausal disorders
9727,GA30.Z,"Menopausal or perimenopausal disorders, unspecified"
9728,GA31,Female infertility
9729,GA31.0,Primary female infertility
9730,GA31.00,Primary female infertility of uterine origin
9731,GA31.01,Primary female infertility of tubal origin
9732,GA31.0Y,Primary female infertility of other specified origin
9733,GA31.0Z,Primary female infertility of unspecified origin
9734,GA31.1,Secondary female infertility
9735,GA31.10,Secondary female infertility of uterine origin
9736,GA31.11,Secondary female infertility of tubal origin
9737,GA31.1Y,Secondary female infertility of other specified origin
9738,GA31.1Z,Secondary female infertility of unspecified origin
9739,GA31.Z,Female infertility without specification whether primary or secondary
9740,GA32,Complications associated with medically assisted reproduction
9741,GA32.0,Ovarian hyperstimulation syndrome
9742,GA32.1,Bleeding after egg retrieval
9743,GA32.2,Infection associated with medically assisted reproduction
9744,GA32.3,Complications of attempted embryo transfer or medically assisted insemination
9745,GA32.Y,Other specified complications associated with medically assisted reproduction
9746,GA32.Z,"Complications associated with medically assisted reproduction, unspecified"
9747,GA33,Recurrent pregnancy loss
9748,GA34,Female pelvic pain associated with genital organs or menstrual cycle
9749,GA34.0,"Pain related to vulva, vagina or pelvic floor"
9750,GA34.00,Vulval pain
9751,GA34.01,Perineal pain
9752,GA34.02,Vulvodynia
9753,GA34.0Y,"Other specified pain related to vulva, vagina or pelvic floor"
9754,GA34.0Z,"Pain related to vulva, vagina or pelvic floor, unspecified"
9755,GA34.1,Vaginal laxity
9756,GA34.2,Female pelvic pain
9757,GA34.20,Cyclic pelvic pain
9758,GA34.21,Noncyclic pelvic pain
9759,GA34.2Z,"Female pelvic pain, unspecified"
9760,GA34.3,Dysmenorrhoea
9761,GA34.4,Premenstrual disturbances
9762,GA34.40,Premenstrual tension syndrome
9763,GA34.41,Premenstrual dysphoric disorder
9764,GA34.4Y,Other specified premenstrual disturbances
9765,GA34.4Z,"Premenstrual disturbances, unspecified"
9766,GA34.5,Ovarian remnant syndrome
9767,GA34.6,Female genital pain
9768,GA34.Y,Other specified female pelvic pain associated with genital organs or menstrual cycle
9769,GA34.Z,"Female pelvic pain associated with genital organs or menstrual cycle, unspecified"
9771,GA40,Inflammatory dermatoses of the vulva
9772,GA41,Ulcerative or erosive disorders of the vulva
9773,GA41.0,Vulval aphthosis
9774,GA41.Y,Other specified ulcerative or erosive disorders of the vulva
9775,GA42,Sensory disturbance of the vulva
9776,GA42.0,Vulval pruritus
9777,GA4Y,Other specified dermatoses of female genitalia
9778,GA6Y,Other specified diseases of the female genital system
9779,GA6Z,"Diseases of the female genital system, unspecified"
9782,GA80,Ulcerative disorders of the penis or scrotum
9783,GA80.0,Aphthosis of penis or scrotum
9784,GA80.1,Ulcer of penis of uncertain nature
9785,GA80.Y,Other specified ulcerative disorders of penis or scrotum
9786,GA81,Miscellaneous dermatoses of male genitalia
9787,GA81.0,Penoscrotal pruritus
9788,GA81.Y,Other specified dermatoses of male genitalia
9790,GA90,Hyperplasia of prostate
9791,GA91,Inflammatory or other diseases of prostate
9792,GA91.0,Chronic prostatitis
9793,GA91.1,Abscess of prostate
9794,GA91.2,Prostatocystitis
9795,GA91.3,Calculus of prostate
9796,GA91.4,Haemorrhage of the prostate
9797,GA91.5,Atrophy of prostate
9798,GA91.6,Low grade intraepithelial lesion of prostate
9799,GA91.Y,Other specified inflammatory or other diseases of prostate
9800,GA91.Z,"Inflammatory or other diseases of prostate, unspecified"
9801,GB00,Hydrocele or spermatocele
9802,GB00.0,Encysted hydrocele
9803,GB00.1,Infected hydrocele
9804,GB00.2,Spermatocele
9805,GB00.Y,Other specified hydrocele or spermatocele
9806,GB00.Z,"Hydrocele or spermatocele, unspecified"
9807,GB01,"Torsion of testis, epididymis or appendices"
9808,GB01.0,Torsion of testis
9809,GB01.1,Torsion of epididymis
9810,GB01.2,Torsion of hydatids
9811,GB01.Z,"Torsion of testis, epididymis or appendices, unspecified"
9812,GB02,Orchitis or epididymitis
9813,GB02.0,"Orchitis, epididymitis or epididymo-orchitis with abscess"
9814,GB02.1,"Orchitis, epididymitis or epididymo-orchitis without abscess"
9815,GB02.Z,"Orchitis or epididymitis, unspecified"
9816,GB03,Atrophy of testis
9817,GB04,Male infertility
9818,GB04.0,Azoospermia
9819,GB04.Y,Other specified male infertility
9820,GB04.Z,"Male infertility, unspecified"
9821,GB05,"Redundant prepuce, phimosis or paraphimosis"
9822,GB05.0,Redundant prepuce
9823,GB05.1,Frenulum breve
9824,GB05.2,Phimosis
9825,GB05.3,Paraphimosis
9826,GB05.4,Adherent prepuce
9827,GB05.Z,"Redundant prepuce, phimosis or paraphimosis, unspecified"
9828,GB06,Certain specified disorders of penis
9829,GB06.0,Balanitis or balanoposthitis
9830,GB06.01,Irritant balanoposthitis
9831,GB06.02,Balanoposthitis due to infection
9832,GB06.0Y,Other specified forms of balanitis or balanoposthitis
9833,GB06.0Z,"Balanitis or balanoposthitis, unspecified"
9834,GB06.1,Priapism
9835,GB06.2,Penile fibromatosis
9836,GB06.3,Mondor disease of the penis
9837,GB06.4,Chronic penile oedema
9838,GB06.5,Sclerosing lymphangitis of penis
9839,GB06.Y,Other specified disorders of penis
9840,GB06.Z,"Disorders of penis, unspecified"
9841,GB07,"Inflammatory disorders of male genital organs, not elsewhere classified"
9842,GB07.0,Inflammatory disorders of seminal vesicle
9843,GB07.1,"Inflammatory disorders of spermatic cord, tunica vaginalis or vas deferens"
9844,GB07.2,Inflammatory disorders of scrotum
9845,GB07.Y,"Other specified inflammatory disorders of male genital organs, not elsewhere classified"
9846,GB08,Vascular disorders of male genital organs
9847,GB0Y,Other specified diseases of the male genital system
9848,GB0Z,"Diseases of the male genital system, unspecified"
9850,GB20,Benign breast disease
9851,GB20.0,Fibrocystic change of breast
9852,GB20.1,Fibroadenosis of breast
9853,GB20.Y,Other specified benign breast disease
9854,GB20.Z,"Benign breast disease, unspecified"
